forecast_id,corridor_id,forecast_date,forecast_goods_trains,peak_period,confidence_pct
GTF001625,C00055,2025-06-08,2,Off-Peak,84
GTF001626,C00086,2025-06-11,2,Normal,92
GTF001627,C00054,2025-06-02,6,Normal,82
GTF001628,C00008,2025-06-14,9,Peak,70
GTF001629,C00044,2025-06-18,6,Peak,86
GTF001630,C00017,2025-06-30,7,Off-Peak,88
GTF001631,C00061,2025-06-30,4,Off-Peak,74
GTF001632,C00028,2025-06-25,11,Normal,84
GTF001633,C00051,2025-06-08,2,Normal,72
GTF001634,C00097,2025-06-01,6,Peak,90
GTF001635,C00056,2025-06-23,3,Off-Peak,86
GTF001636,C00027,2025-06-06,6,Peak,87
GTF001637,C00001,2025-06-22,9,Off-Peak,76
GTF001638,C00037,2025-06-06,2,Peak,82
GTF001639,C00095,2025-06-02,9,Off-Peak,78
GTF001640,C00023,2025-06-15,4,Off-Peak,83
GTF001641,C00087,2025-06-01,6,Normal,85
GTF001642,C00044,2025-06-18,7,Peak,77
GTF001643,C00045,2025-06-27,7,Normal,72
GTF001644,C00047,2025-06-26,4,Peak,92
GTF001645,C00014,2025-06-18,2,Peak,92
GTF001646,C00090,2025-06-02,3,Normal,79
GTF001647,C00042,2025-06-14,7,Normal,85
GTF001648,C00034,2025-06-27,4,Peak,85
GTF001649,C00043,2025-06-02,5,Normal,71
GTF001650,C00029,2025-06-11,1,Normal,88
GTF001651,C00081,2025-06-09,0,Off-Peak,93
GTF001652,C00010,2025-06-26,4,Off-Peak,81
GTF001653,C00032,2025-06-22,5,Normal,75
GTF001654,C00034,2025-06-09,7,Normal,76
GTF001655,C00085,2025-06-17,6,Peak,85
GTF001656,C00027,2025-06-23,4,Normal,95
GTF001657,C00071,2025-06-30,3,Normal,89
GTF001658,C00087,2025-06-19,3,Normal,79
GTF001659,C00023,2025-06-16,5,Normal,93
GTF001660,C00045,2025-06-09,5,Normal,80
GTF001661,C00074,2025-06-08,2,Normal,88
GTF001662,C00094,2025-06-03,6,Peak,80
GTF001663,C00028,2025-06-20,3,Off-Peak,78
GTF001664,C00032,2025-06-25,4,Peak,71
GTF001665,C00079,2025-06-03,5,Off-Peak,75
GTF001666,C00013,2025-06-17,7,Normal,86
GTF001667,C00060,2025-06-22,1,Normal,74
GTF001668,C00062,2025-06-15,3,Off-Peak,87
GTF001669,C00057,2025-06-13,2,Normal,74
GTF001670,C00044,2025-06-07,5,Normal,94
GTF001671,C00081,2025-06-07,5,Normal,85
GTF001672,C00005,2025-06-01,4,Off-Peak,77
GTF001673,C00036,2025-06-12,6,Normal,92
GTF001674,C00005,2025-06-28,4,Off-Peak,84
GTF001675,C00038,2025-06-28,5,Normal,93
GTF001676,C00077,2025-06-20,5,Peak,79
GTF001677,C00080,2025-06-26,4,Off-Peak,78
GTF001678,C00056,2025-06-20,2,Peak,75
GTF001679,C00053,2025-06-20,6,Normal,94
GTF001680,C00010,2025-06-14,4,Off-Peak,72
GTF001681,C00081,2025-06-09,4,Normal,94
GTF001682,C00030,2025-06-02,8,Normal,89
GTF001683,C00020,2025-06-22,8,Normal,82
GTF001684,C00032,2025-06-06,3,Normal,86
GTF001685,C00062,2025-06-09,5,Normal,74
GTF001686,C00034,2025-06-19,4,Off-Peak,90
GTF001687,C00098,2025-06-11,4,Normal,85
GTF001688,C00011,2025-06-15,7,Normal,75
GTF001689,C00059,2025-06-25,5,Peak,87
GTF001690,C00074,2025-06-07,6,Off-Peak,82
GTF001691,C00088,2025-06-03,4,Off-Peak,83
GTF001692,C00006,2025-06-24,3,Normal,89
GTF001693,C00032,2025-06-29,9,Normal,92
GTF001694,C00014,2025-06-04,2,Off-Peak,70
GTF001695,C00072,2025-06-16,7,Peak,70
GTF001696,C00014,2025-06-28,3,Normal,76
GTF001697,C00026,2025-06-22,5,Off-Peak,80
GTF001698,C00009,2025-06-20,7,Peak,82
GTF001699,C00073,2025-06-01,8,Normal,72
GTF001700,C00083,2025-06-02,3,Peak,80
GTF001701,C00054,2025-06-14,7,Off-Peak,75
GTF001702,C00098,2025-06-03,1,Off-Peak,82
GTF001703,C00069,2025-06-13,6,Normal,91
GTF001704,C00080,2025-06-02,7,Peak,70
GTF001705,C00032,2025-06-29,7,Peak,71
GTF001706,C00017,2025-06-04,6,Off-Peak,87
GTF001707,C00005,2025-06-22,8,Normal,73
GTF001708,C00053,2025-06-15,2,Normal,74
GTF001709,C00066,2025-06-23,5,Off-Peak,91
GTF001710,C00095,2025-06-20,10,Normal,76
GTF001711,C00078,2025-06-15,2,Normal,79
GTF001712,C00043,2025-06-24,3,Normal,95
GTF001713,C00063,2025-06-09,3,Normal,85
GTF001714,C00041,2025-06-02,4,Normal,81
GTF001715,C00062,2025-06-27,5,Normal,81
GTF001716,C00047,2025-06-01,4,Normal,95
GTF001717,C00079,2025-06-16,6,Off-Peak,78
GTF001718,C00088,2025-06-03,3,Normal,92
GTF001719,C00088,2025-06-18,9,Normal,85
GTF001720,C00055,2025-06-12,5,Peak,71
GTF001721,C00055,2025-06-20,7,Normal,77
GTF001722,C00059,2025-06-25,7,Off-Peak,78
GTF001723,C00087,2025-06-26,6,Normal,75
GTF001724,C00043,2025-06-28,5,Normal,70
GTF001725,C00069,2025-06-15,5,Normal,76
GTF001726,C00073,2025-06-28,3,Normal,91
GTF001727,C00002,2025-06-15,4,Off-Peak,74
GTF001728,C00006,2025-06-15,4,Normal,89
GTF001729,C00035,2025-06-27,3,Normal,91
GTF001730,C00016,2025-06-08,7,Normal,80
GTF001731,C00093,2025-06-02,2,Normal,74
GTF001732,C00039,2025-06-06,5,Normal,84
GTF001733,C00002,2025-06-07,6,Off-Peak,79
GTF001734,C00074,2025-06-09,9,Normal,71
GTF001735,C00022,2025-06-30,6,Off-Peak,71
GTF001736,C00077,2025-06-22,4,Normal,91
GTF001737,C00013,2025-06-25,10,Peak,86
GTF001738,C00028,2025-06-21,4,Normal,70
GTF001739,C00061,2025-06-13,8,Normal,83
GTF001740,C00004,2025-06-02,4,Off-Peak,87
GTF001741,C00062,2025-06-14,8,Normal,73
GTF001742,C00003,2025-06-03,10,Peak,78
GTF001743,C00097,2025-06-02,2,Off-Peak,79
GTF001744,C00086,2025-06-30,3,Normal,78
GTF001745,C00061,2025-06-26,2,Off-Peak,91
GTF001746,C00004,2025-06-18,5,Normal,80
GTF001747,C00097,2025-06-13,4,Normal,89
GTF001748,C00072,2025-06-01,5,Normal,81
GTF001749,C00083,2025-06-25,5,Normal,86
GTF001750,C00029,2025-06-20,6,Normal,90
GTF001751,C00100,2025-06-23,7,Normal,78
GTF001752,C00038,2025-06-23,6,Off-Peak,86
GTF001753,C00059,2025-06-05,4,Off-Peak,87
GTF001754,C00079,2025-06-22,3,Normal,76
GTF001755,C00005,2025-06-14,7,Normal,70
GTF001756,C00052,2025-06-09,3,Normal,80
GTF001757,C00081,2025-06-23,6,Peak,80
GTF001758,C00068,2025-06-17,7,Normal,86
GTF001759,C00037,2025-06-13,2,Peak,74
GTF001760,C00035,2025-06-26,6,Normal,86
GTF001761,C00045,2025-06-15,5,Normal,73
GTF001762,C00076,2025-06-04,6,Off-Peak,76
GTF001763,C00052,2025-06-05,5,Normal,89
GTF001764,C00020,2025-06-30,5,Normal,92
GTF001765,C00009,2025-06-05,3,Normal,76
GTF001766,C00012,2025-06-21,4,Normal,88
GTF001767,C00090,2025-06-12,13,Normal,91
GTF001768,C00062,2025-06-07,6,Peak,73
GTF001769,C00075,2025-06-12,5,Off-Peak,87
GTF001770,C00088,2025-06-21,5,Peak,88
GTF001771,C00006,2025-06-08,7,Peak,84
GTF001772,C00022,2025-06-19,6,Off-Peak,85
GTF001773,C00059,2025-06-13,2,Normal,71
GTF001774,C00062,2025-06-28,1,Peak,85
GTF001775,C00093,2025-06-04,6,Normal,77
GTF001776,C00018,2025-06-10,6,Off-Peak,78
GTF001777,C00036,2025-06-12,9,Off-Peak,85
GTF001778,C00008,2025-06-25,1,Normal,74
GTF001779,C00047,2025-06-16,5,Off-Peak,90
GTF001780,C00064,2025-06-05,2,Off-Peak,79
GTF001781,C00096,2025-06-30,6,Peak,70
GTF001782,C00033,2025-06-25,4,Peak,81
GTF001783,C00099,2025-06-04,5,Off-Peak,70
GTF001784,C00002,2025-06-17,4,Off-Peak,85
GTF001785,C00035,2025-06-05,6,Normal,91
GTF001786,C00098,2025-06-29,3,Off-Peak,95
GTF001787,C00039,2025-06-02,8,Peak,75
GTF001788,C00018,2025-06-06,4,Peak,76
GTF001789,C00097,2025-06-22,4,Normal,73
GTF001790,C00072,2025-06-18,6,Peak,75
GTF001791,C00034,2025-06-21,2,Normal,90
GTF001792,C00064,2025-06-08,8,Normal,94
GTF001793,C00050,2025-06-26,7,Normal,70
GTF001794,C00013,2025-06-11,8,Normal,72
GTF001795,C00005,2025-06-09,9,Normal,87
GTF001796,C00057,2025-06-25,8,Normal,89
GTF001797,C00076,2025-06-23,9,Normal,83
GTF001798,C00036,2025-06-11,4,Peak,79
GTF001799,C00009,2025-06-18,7,Normal,79
GTF001800,C00091,2025-06-06,6,Normal,85
GTF001801,C00078,2025-06-20,5,Off-Peak,94
GTF001802,C00030,2025-06-28,5,Peak,82
GTF001803,C00002,2025-06-12,7,Normal,86
GTF001804,C00006,2025-06-04,3,Normal,83
GTF001805,C00064,2025-06-10,5,Normal,90
GTF001806,C00100,2025-06-29,6,Normal,85
GTF001807,C00068,2025-06-07,4,Normal,85
GTF001808,C00027,2025-06-28,2,Normal,83
GTF001809,C00005,2025-06-03,5,Normal,92
GTF001810,C00019,2025-06-12,10,Off-Peak,90
GTF001811,C00017,2025-06-23,6,Peak,94
GTF001812,C00078,2025-06-03,6,Normal,89
GTF001813,C00049,2025-06-13,6,Off-Peak,81
GTF001814,C00012,2025-06-06,7,Normal,71
GTF001815,C00025,2025-06-25,8,Peak,71
GTF001816,C00074,2025-06-19,7,Off-Peak,95
GTF001817,C00038,2025-06-24,3,Normal,86
GTF001818,C00040,2025-06-21,6,Normal,94
GTF001819,C00047,2025-06-08,4,Off-Peak,87
GTF001820,C00055,2025-06-14,6,Normal,79
GTF001821,C00073,2025-06-23,6,Normal,79
GTF001822,C00075,2025-06-25,6,Normal,84
GTF001823,C00006,2025-06-01,3,Normal,93
GTF001824,C00095,2025-06-05,6,Normal,87
GTF001825,C00063,2025-06-21,1,Normal,82
GTF001826,C00091,2025-06-04,1,Off-Peak,77
GTF001827,C00020,2025-06-15,6,Off-Peak,78
GTF001828,C00074,2025-06-15,8,Normal,72
GTF001829,C00082,2025-06-06,2,Normal,76
GTF001830,C00062,2025-06-18,2,Normal,77
GTF001831,C00024,2025-06-17,0,Off-Peak,77
GTF001832,C00012,2025-06-26,4,Peak,88
GTF001833,C00008,2025-06-27,6,Peak,92
GTF001834,C00036,2025-06-17,4,Off-Peak,84
GTF001835,C00042,2025-06-07,5,Peak,73
GTF001836,C00017,2025-06-14,4,Normal,87
GTF001837,C00038,2025-06-18,3,Off-Peak,79
GTF001838,C00009,2025-06-01,6,Normal,89
GTF001839,C00091,2025-06-03,4,Peak,94
GTF001840,C00003,2025-06-21,7,Normal,86
GTF001841,C00037,2025-06-18,2,Peak,89
GTF001842,C00034,2025-06-02,4,Off-Peak,94
GTF001843,C00030,2025-06-09,4,Normal,85
GTF001844,C00062,2025-06-18,5,Normal,93
GTF001845,C00018,2025-06-22,1,Off-Peak,81
GTF001846,C00020,2025-06-24,4,Normal,90
GTF001847,C00015,2025-06-01,7,Off-Peak,73
GTF001848,C00050,2025-06-10,7,Normal,88
GTF001849,C00008,2025-06-07,5,Peak,80
GTF001850,C00014,2025-06-07,4,Normal,93
GTF001851,C00090,2025-06-23,4,Normal,72
GTF001852,C00025,2025-06-04,10,Normal,87
GTF001853,C00023,2025-06-30,3,Normal,81
GTF001854,C00063,2025-06-20,5,Normal,75
GTF001855,C00027,2025-06-13,4,Off-Peak,72
GTF001856,C00026,2025-06-30,4,Off-Peak,84
GTF001857,C00069,2025-06-07,4,Normal,80
GTF001858,C00044,2025-06-13,8,Off-Peak,73
GTF001859,C00069,2025-06-09,5,Peak,91
GTF001860,C00001,2025-06-21,3,Off-Peak,88
GTF001861,C00028,2025-06-14,3,Off-Peak,89
GTF001862,C00061,2025-06-27,5,Normal,82
GTF001863,C00046,2025-06-19,8,Normal,83
GTF001864,C00014,2025-06-29,4,Peak,72
GTF001865,C00035,2025-06-03,4,Normal,93
GTF001866,C00060,2025-06-21,8,Off-Peak,90
GTF001867,C00088,2025-06-30,6,Off-Peak,82
GTF001868,C00094,2025-06-22,4,Off-Peak,74
GTF001869,C00068,2025-06-01,7,Normal,79
GTF001870,C00017,2025-06-07,5,Normal,78
GTF001871,C00014,2025-06-19,3,Normal,84
GTF001872,C00033,2025-06-17,2,Normal,74
GTF001873,C00093,2025-06-12,7,Normal,70
GTF001874,C00086,2025-06-10,2,Normal,88
GTF001875,C00057,2025-06-13,5,Normal,83
GTF001876,C00082,2025-06-22,5,Normal,78
GTF001877,C00099,2025-06-16,9,Peak,87
GTF001878,C00063,2025-06-13,4,Normal,76
GTF001879,C00057,2025-06-02,4,Normal,73
GTF001880,C00044,2025-06-12,3,Normal,71
GTF001881,C00093,2025-06-23,2,Off-Peak,79
GTF001882,C00021,2025-06-12,7,Normal,84
GTF001883,C00095,2025-06-16,6,Normal,74
GTF001884,C00092,2025-06-12,5,Normal,92
GTF001885,C00015,2025-06-24,4,Normal,90
GTF001886,C00046,2025-06-28,3,Peak,82
GTF001887,C00087,2025-06-13,4,Peak,80
GTF001888,C00013,2025-06-24,5,Peak,81
GTF001889,C00034,2025-06-30,10,Normal,89
GTF001890,C00096,2025-06-10,8,Normal,88
GTF001891,C00033,2025-06-27,5,Peak,91
GTF001892,C00048,2025-06-30,2,Peak,88
GTF001893,C00074,2025-06-01,7,Peak,84
GTF001894,C00006,2025-06-08,4,Normal,73
GTF001895,C00066,2025-06-14,7,Normal,82
GTF001896,C00006,2025-06-24,6,Peak,88
GTF001897,C00072,2025-06-02,4,Normal,84
GTF001898,C00081,2025-06-13,3,Normal,76
GTF001899,C00094,2025-06-26,4,Peak,71
GTF001900,C00048,2025-06-24,7,Off-Peak,95
GTF001901,C00054,2025-06-11,5,Normal,80
GTF001902,C00036,2025-06-22,2,Normal,72
GTF001903,C00062,2025-06-09,2,Normal,89
GTF001904,C00095,2025-06-17,8,Normal,94
GTF001905,C00038,2025-06-21,6,Off-Peak,91
GTF001906,C00095,2025-06-30,5,Normal,91
GTF001907,C00089,2025-06-17,5,Off-Peak,85
GTF001908,C00080,2025-06-09,7,Normal,82
GTF001909,C00050,2025-06-25,3,Normal,73
GTF001910,C00005,2025-06-06,3,Normal,87
GTF001911,C00003,2025-06-01,5,Peak,73
GTF001912,C00078,2025-06-11,9,Normal,80
GTF001913,C00055,2025-06-01,12,Normal,92
GTF001914,C00054,2025-06-06,5,Peak,87
GTF001915,C00052,2025-06-29,4,Normal,79
GTF001916,C00081,2025-06-01,2,Off-Peak,77
GTF001917,C00035,2025-06-04,6,Off-Peak,93
GTF001918,C00094,2025-06-10,4,Off-Peak,76
GTF001919,C00053,2025-06-15,7,Normal,81
GTF001920,C00038,2025-06-27,3,Normal,74
GTF001921,C00010,2025-06-12,2,Off-Peak,92
GTF001922,C00025,2025-06-30,9,Peak,93
GTF001923,C00012,2025-06-22,7,Normal,89
GTF001924,C00100,2025-06-30,2,Normal,89
GTF001925,C00073,2025-06-12,5,Peak,83
GTF001926,C00019,2025-06-13,4,Peak,89
GTF001927,C00079,2025-06-09,5,Peak,80
GTF001928,C00071,2025-06-28,5,Normal,81
GTF001929,C00037,2025-06-02,4,Normal,89
GTF001930,C00099,2025-06-19,4,Peak,72
GTF001931,C00070,2025-06-04,10,Off-Peak,85
GTF001932,C00089,2025-06-24,6,Normal,74
GTF001933,C00096,2025-06-11,4,Normal,79
GTF001934,C00060,2025-06-18,7,Off-Peak,95
GTF001935,C00088,2025-06-27,7,Normal,75
GTF001936,C00013,2025-06-25,2,Normal,92
GTF001937,C00081,2025-06-05,3,Normal,89
GTF001938,C00028,2025-06-10,6,Off-Peak,87
GTF001939,C00032,2025-06-11,7,Peak,83
GTF001940,C00018,2025-06-30,4,Off-Peak,78
GTF001941,C00007,2025-06-03,5,Peak,87
GTF001942,C00064,2025-06-02,4,Off-Peak,85
GTF001943,C00035,2025-06-21,3,Off-Peak,81
GTF001944,C00081,2025-06-19,6,Normal,89
GTF001945,C00067,2025-06-13,3,Normal,82
GTF001946,C00035,2025-06-16,5,Off-Peak,87
GTF001947,C00097,2025-06-17,4,Normal,75
GTF001948,C00048,2025-06-19,4,Off-Peak,84
GTF001949,C00069,2025-06-04,5,Normal,71
GTF001950,C00040,2025-06-09,2,Normal,90
GTF001951,C00011,2025-06-20,9,Normal,91
GTF001952,C00009,2025-06-20,9,Peak,71
GTF001953,C00035,2025-06-04,4,Off-Peak,71
GTF001954,C00050,2025-06-13,8,Normal,76
GTF001955,C00077,2025-06-03,6,Off-Peak,82
GTF001956,C00084,2025-06-14,4,Normal,88
GTF001957,C00045,2025-06-15,5,Normal,76
GTF001958,C00064,2025-06-02,5,Normal,90
GTF001959,C00085,2025-06-19,5,Normal,91
GTF001960,C00097,2025-06-30,1,Normal,89
GTF001961,C00051,2025-06-11,4,Normal,71
GTF001962,C00006,2025-06-04,6,Peak,89
GTF001963,C00092,2025-06-01,7,Off-Peak,71
GTF001964,C00032,2025-06-09,5,Normal,93
GTF001965,C00048,2025-06-18,4,Normal,89
GTF001966,C00097,2025-06-14,2,Off-Peak,73
GTF001967,C00082,2025-06-05,12,Normal,70
GTF001968,C00008,2025-06-03,10,Normal,77
GTF001969,C00050,2025-06-11,8,Normal,89
GTF001970,C00085,2025-06-13,7,Normal,79
GTF001971,C00069,2025-06-24,1,Peak,91
GTF001972,C00075,2025-06-24,6,Peak,74
GTF001973,C00012,2025-06-24,4,Normal,85
GTF001974,C00074,2025-06-23,3,Normal,77
GTF001975,C00060,2025-06-16,3,Normal,75
GTF001976,C00045,2025-06-27,3,Off-Peak,72
GTF001977,C00045,2025-06-01,4,Off-Peak,83
GTF001978,C00061,2025-06-29,4,Normal,75
GTF001979,C00086,2025-06-11,6,Normal,90
GTF001980,C00062,2025-06-08,2,Normal,84
GTF001981,C00070,2025-06-23,6,Normal,73
GTF001982,C00034,2025-06-21,5,Normal,76
GTF001983,C00080,2025-06-22,8,Off-Peak,92
GTF001984,C00085,2025-06-03,4,Normal,83
GTF001985,C00061,2025-06-26,8,Normal,82
GTF001986,C00060,2025-06-12,6,Normal,70
GTF001987,C00030,2025-06-17,6,Off-Peak,85
GTF001988,C00011,2025-06-24,5,Normal,82
GTF001989,C00033,2025-06-30,6,Normal,72
GTF001990,C00092,2025-06-07,5,Peak,78
GTF001991,C00028,2025-06-15,4,Off-Peak,88
GTF001992,C00022,2025-06-21,4,Normal,92
GTF001993,C00099,2025-06-25,7,Normal,93
GTF001994,C00033,2025-06-10,7,Normal,73
GTF001995,C00032,2025-06-20,8,Normal,89
GTF001996,C00097,2025-06-06,6,Normal,86
GTF001997,C00095,2025-06-15,11,Peak,78
GTF001998,C00058,2025-06-19,8,Off-Peak,72
GTF001999,C00027,2025-06-26,5,Peak,94
GTF002000,C00018,2025-06-16,2,Normal,92
GTF002001,C00018,2025-06-15,1,Normal,86
GTF002002,C00082,2025-06-12,3,Normal,71
GTF002003,C00051,2025-06-29,8,Peak,85
GTF002004,C00027,2025-06-08,4,Normal,78
GTF002005,C00007,2025-06-19,4,Normal,76
GTF002006,C00027,2025-06-27,4,Normal,80
GTF002007,C00008,2025-06-17,2,Normal,81
GTF002008,C00096,2025-06-07,5,Peak,95
GTF002009,C00006,2025-06-17,2,Normal,77
GTF002010,C00083,2025-06-16,5,Off-Peak,94
GTF002011,C00026,2025-06-11,3,Peak,92
GTF002012,C00044,2025-06-30,4,Normal,93
GTF002013,C00068,2025-06-15,5,Normal,72
GTF002014,C00094,2025-06-10,2,Peak,95
GTF002015,C00042,2025-06-11,4,Normal,73
GTF002016,C00086,2025-06-11,3,Normal,95
GTF002017,C00032,2025-06-14,4,Normal,93
GTF002018,C00024,2025-06-05,6,Normal,92
GTF002019,C00025,2025-06-11,5,Normal,84
GTF002020,C00031,2025-06-16,2,Normal,91
GTF002021,C00051,2025-06-18,8,Normal,93
GTF002022,C00015,2025-06-12,5,Normal,77
GTF002023,C00072,2025-06-22,3,Normal,70
GTF002024,C00098,2025-06-03,1,Normal,87
GTF002025,C00064,2025-06-14,5,Normal,77
GTF002026,C00002,2025-06-29,4,Normal,84
GTF002027,C00002,2025-06-30,2,Off-Peak,88
GTF002028,C00066,2025-06-11,5,Normal,70
GTF002029,C00099,2025-06-10,7,Off-Peak,92
GTF002030,C00033,2025-06-08,5,Off-Peak,81
GTF002031,C00063,2025-06-18,8,Off-Peak,85
GTF002032,C00099,2025-06-28,2,Off-Peak,85
GTF002033,C00035,2025-06-20,4,Normal,78
GTF002034,C00034,2025-06-26,8,Peak,78
GTF002035,C00073,2025-06-12,7,Normal,79
GTF002036,C00051,2025-06-07,4,Normal,76
GTF002037,C00082,2025-06-17,8,Normal,90
GTF002038,C00065,2025-06-23,8,Normal,88
GTF002039,C00047,2025-06-18,5,Normal,79
GTF002040,C00045,2025-06-03,8,Off-Peak,78
GTF002041,C00064,2025-06-02,3,Off-Peak,80
GTF002042,C00067,2025-06-18,4,Normal,87
GTF002043,C00027,2025-06-20,6,Normal,77
GTF002044,C00054,2025-06-19,6,Normal,77
GTF002045,C00089,2025-06-15,4,Off-Peak,75
GTF002046,C00012,2025-06-02,6,Normal,88
GTF002047,C00062,2025-06-22,8,Off-Peak,87
GTF002048,C00001,2025-06-04,6,Normal,85
GTF002049,C00036,2025-06-05,9,Off-Peak,91
GTF002050,C00025,2025-06-06,5,Normal,74
GTF002051,C00040,2025-06-27,9,Normal,87
GTF002052,C00086,2025-06-12,4,Normal,87
GTF002053,C00029,2025-06-25,4,Off-Peak,91
GTF002054,C00016,2025-06-23,3,Peak,70
GTF002055,C00088,2025-06-27,4,Off-Peak,72
GTF002056,C00063,2025-06-28,6,Peak,86
GTF002057,C00099,2025-06-19,5,Normal,73
GTF002058,C00074,2025-06-28,4,Off-Peak,84
GTF002059,C00008,2025-06-03,3,Peak,81
GTF002060,C00022,2025-06-09,2,Peak,94
GTF002061,C00020,2025-06-15,0,Peak,89
GTF002062,C00049,2025-06-29,6,Normal,80
GTF002063,C00016,2025-06-25,5,Normal,94
GTF002064,C00030,2025-06-16,9,Normal,91
GTF002065,C00058,2025-06-04,7,Normal,85
GTF002066,C00071,2025-06-20,6,Off-Peak,81
GTF002067,C00056,2025-06-13,0,Normal,88
GTF002068,C00079,2025-06-27,5,Normal,82
GTF002069,C00058,2025-06-04,5,Normal,84
GTF002070,C00091,2025-06-24,11,Off-Peak,89
GTF002071,C00057,2025-06-10,7,Normal,71
GTF002072,C00075,2025-06-02,3,Normal,89
GTF002073,C00025,2025-06-03,5,Normal,81
GTF002074,C00014,2025-06-19,5,Off-Peak,77
GTF002075,C00024,2025-06-19,3,Normal,88
GTF002076,C00007,2025-06-23,2,Normal,80
GTF002077,C00069,2025-06-02,4,Normal,75
GTF002078,C00014,2025-06-24,0,Off-Peak,88
GTF002079,C00048,2025-06-30,5,Normal,93
GTF002080,C00081,2025-06-10,5,Normal,90
GTF002081,C00088,2025-06-03,4,Off-Peak,89
GTF002082,C00091,2025-06-20,1,Normal,85
GTF002083,C00071,2025-06-14,4,Normal,92
GTF002084,C00055,2025-06-12,8,Off-Peak,95
GTF002085,C00099,2025-06-07,3,Normal,77
GTF002086,C00093,2025-06-13,4,Off-Peak,81
GTF002087,C00035,2025-06-16,5,Off-Peak,85
GTF002088,C00039,2025-06-25,4,Off-Peak,73
GTF002089,C00004,2025-06-05,5,Normal,73
GTF002090,C00002,2025-06-28,8,Off-Peak,79
GTF002091,C00025,2025-06-13,10,Normal,78
GTF002092,C00050,2025-06-19,11,Normal,71
GTF002093,C00043,2025-06-20,6,Off-Peak,93
GTF002094,C00060,2025-06-01,4,Off-Peak,82
GTF002095,C00036,2025-06-29,9,Normal,85
GTF002096,C00008,2025-06-02,4,Off-Peak,88
GTF002097,C00082,2025-06-03,2,Off-Peak,87
GTF002098,C00030,2025-06-03,5,Normal,95
GTF002099,C00035,2025-06-30,4,Normal,87
GTF002100,C00080,2025-06-23,7,Peak,74
GTF002101,C00012,2025-06-16,8,Off-Peak,79
GTF002102,C00013,2025-06-19,4,Normal,77
GTF002103,C00029,2025-06-21,7,Peak,91
GTF002104,C00058,2025-06-22,4,Peak,79
GTF002105,C00021,2025-06-19,8,Normal,83
GTF002106,C00092,2025-06-16,3,Normal,81
GTF002107,C00004,2025-06-18,5,Normal,85
GTF002108,C00053,2025-06-07,4,Normal,78
GTF002109,C00002,2025-06-05,5,Peak,81
GTF002110,C00024,2025-06-13,1,Normal,75
GTF002111,C00089,2025-06-27,5,Off-Peak,92
GTF002112,C00065,2025-06-03,6,Normal,83
GTF002113,C00093,2025-06-10,4,Peak,86
GTF002114,C00100,2025-06-13,4,Off-Peak,72
GTF002115,C00069,2025-06-21,9,Normal,73
GTF002116,C00077,2025-06-11,5,Off-Peak,71
GTF002117,C00064,2025-06-13,10,Normal,85
GTF002118,C00060,2025-06-22,1,Off-Peak,93
GTF002119,C00088,2025-06-24,5,Peak,88
GTF002120,C00022,2025-06-25,8,Normal,75
GTF002121,C00068,2025-06-12,5,Off-Peak,77
GTF002122,C00061,2025-06-30,4,Off-Peak,78
GTF002123,C00014,2025-06-05,5,Peak,76
GTF002124,C00082,2025-06-05,7,Off-Peak,92
GTF002125,C00068,2025-06-30,7,Off-Peak,70
GTF002126,C00053,2025-06-20,6,Normal,89
GTF002127,C00097,2025-06-01,7,Off-Peak,76
GTF002128,C00065,2025-06-24,7,Normal,77
GTF002129,C00088,2025-06-19,4,Normal,74
GTF002130,C00069,2025-06-16,6,Normal,76
GTF002131,C00018,2025-06-26,4,Off-Peak,78
GTF002132,C00011,2025-06-25,7,Off-Peak,81
GTF002133,C00041,2025-06-13,5,Normal,85
GTF002134,C00005,2025-06-22,6,Off-Peak,84
GTF002135,C00073,2025-06-16,5,Off-Peak,93
GTF002136,C00045,2025-06-07,6,Peak,71
GTF002137,C00004,2025-06-16,3,Normal,82
GTF002138,C00082,2025-06-08,6,Normal,90
GTF002139,C00047,2025-06-12,9,Off-Peak,70
GTF002140,C00018,2025-06-20,4,Peak,85
GTF002141,C00050,2025-06-05,11,Peak,88
GTF002142,C00055,2025-06-17,3,Normal,89
GTF002143,C00003,2025-06-15,4,Normal,93
GTF002144,C00089,2025-06-14,5,Off-Peak,81
GTF002145,C00063,2025-06-07,7,Peak,71
GTF002146,C00039,2025-06-24,3,Off-Peak,78
GTF002147,C00020,2025-06-08,7,Off-Peak,93
GTF002148,C00076,2025-06-06,4,Normal,71
GTF002149,C00030,2025-06-18,2,Normal,77
GTF002150,C00031,2025-06-15,2,Off-Peak,91
GTF002151,C00020,2025-06-03,7,Normal,78
GTF002152,C00055,2025-06-22,4,Peak,87
GTF002153,C00075,2025-06-26,14,Normal,83
GTF002154,C00004,2025-06-06,3,Normal,83
GTF002155,C00046,2025-06-22,3,Normal,78
GTF002156,C00033,2025-06-02,2,Peak,73
GTF002157,C00070,2025-06-01,8,Normal,95
GTF002158,C00088,2025-06-15,5,Normal,72
GTF002159,C00034,2025-06-30,4,Peak,87
GTF002160,C00066,2025-06-21,5,Normal,77
GTF002161,C00028,2025-06-17,4,Normal,71
GTF002162,C00083,2025-06-03,8,Off-Peak,85
GTF002163,C00091,2025-06-26,4,Off-Peak,89
GTF002164,C00088,2025-06-19,7,Normal,79
GTF002165,C00067,2025-06-20,5,Peak,89
