task_id,asset_id,asset_type,corridor_id,location_km,equipment_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,power_isolation_required,possession_required,status
TDMS003713,AST009448,Catenary,C00099,5.7,Catenary Wire,Catenary sag,Low,1,2,2,2025-03-08,2025-04-24,68,152,4,Preventive,Yes,Yes,Open
TDMS003714,AST009381,Jumper,C00077,12.0,Jumper Wire,Loose jumper,Low,3,2,1,2025-05-12,2025-07-04,0,58,2,Preventive,Yes,Yes,Open
TDMS003715,AST011201,Pantograph Interaction Zone,C00097,12.9,Pantograph Interaction Zone,OHE wear,Low,4,1,1,2025-06-19,2025-07-28,0,206,4,Preventive,Yes,Yes,Scheduled
TDMS003716,AST011259,Insulator,C00071,7.1,Insulator,Insulator defect,Medium,4,3,3,2025-05-25,2025-06-19,12,54,3,Preventive,Yes,Yes,Deferred
TDMS003717,AST009155,Feeder,C00061,3.1,Feeder Line,Feeder fault,Low,3,2,1,2025-05-19,2025-06-23,8,186,4,Preventive,Yes,Yes,In Progress
TDMS003718,AST011862,Pantograph Interaction Zone,C00075,14.8,Pantograph Interaction Zone,OHE wear,Low,2,1,1,2025-06-22,2025-07-29,0,71,2,Preventive,Yes,No,Deferred
TDMS003719,AST009524,Feeder,C00041,11.6,Feeder Line,Feeder fault,Low,4,2,3,2025-06-22,2025-07-30,0,127,3,Preventive,Yes,Yes,Completed
TDMS003720,AST010415,Insulator,C00062,54.4,Insulator,Insulator defect,Low,3,2,3,2025-06-06,2025-07-11,0,36,2,Preventive,Yes,Yes,Deferred
TDMS003721,AST011147,Pantograph Interaction Zone,C00058,66.2,Pantograph Interaction Zone,OHE wear,Low,4,1,2,2025-03-13,2025-04-13,79,202,5,Preventive,Yes,Yes,In Progress
TDMS003722,AST008676,Jumper,C00092,50.6,Jumper Wire,Loose jumper,Critical,2,5,3,2025-06-22,2025-06-27,4,61,5,Corrective,Yes,Yes,Scheduled
TDMS003723,AST011397,Jumper,C00088,54.0,Jumper Wire,Loose jumper,High,4,4,2,2025-04-29,2025-05-06,56,130,4,Corrective,No,No,Scheduled
TDMS003724,AST010239,Pantograph Interaction Zone,C00004,105.7,Pantograph Interaction Zone,OHE wear,Medium,2,3,2,2025-05-03,2025-05-23,0,150,2,Preventive,Yes,Yes,Completed
TDMS003725,AST011757,OHE,C00052,164.1,Overhead Equipment,Preventive OHE maintenance,Low,2,2,2,2025-06-05,2025-07-22,0,144,3,Preventive,Yes,Yes,Open
TDMS003726,AST009727,Pantograph Interaction Zone,C00070,9.5,Pantograph Interaction Zone,OHE wear,Low,2,2,2,2025-06-30,2025-08-12,0,168,5,Preventive,Yes,Yes,Open
TDMS003727,AST011266,Section Insulator,C00043,8.8,Section Insulator,Section insulator wear,High,3,3,1,2025-06-09,2025-06-18,13,80,4,Corrective,No,Yes,Open
TDMS003728,AST011166,Jumper,C00024,51.4,Jumper Wire,Loose jumper,Low,2,2,1,2025-06-21,2025-07-29,0,93,3,Preventive,No,Yes,In Progress
TDMS003729,AST008867,Catenary,C00049,96.8,Catenary Wire,Catenary sag,Medium,3,3,1,2025-06-13,2025-07-09,0,233,6,Preventive,Yes,Yes,Scheduled
TDMS003730,AST009133,Jumper,C00030,89.8,Jumper Wire,Loose jumper,Low,2,2,2,2025-06-13,2025-07-27,0,70,4,Preventive,Yes,Yes,Completed
TDMS003731,AST008660,Jumper,C00012,71.3,Jumper Wire,Loose jumper,Low,2,2,1,2025-06-29,2025-08-10,0,40,2,Preventive,No,Yes,Scheduled
TDMS003732,AST009080,Section Insulator,C00048,105.3,Section Insulator,Section insulator wear,Low,2,2,2,2025-05-05,2025-06-25,6,100,3,Preventive,Yes,No,Scheduled
TDMS003733,AST010673,Catenary,C00050,53.3,Catenary Wire,Catenary sag,Medium,3,1,3,2025-03-28,2025-04-15,77,196,3,Preventive,Yes,Yes,Open
TDMS003734,AST010934,Catenary,C00092,30.0,Catenary Wire,Catenary sag,High,3,3,2,2025-06-20,2025-07-03,0,281,3,Corrective,Yes,Yes,Completed
TDMS003735,AST009578,Mast,C00025,353.8,OHE Mast,Mast defect,Low,1,2,2,2025-05-01,2025-06-13,18,212,2,Preventive,No,Yes,In Progress
TDMS003736,AST011174,Mast,C00034,18.4,OHE Mast,Mast defect,Medium,2,4,2,2025-06-04,2025-06-21,0,165,2,Preventive,No,Yes,Completed
TDMS003737,AST011239,Feeder,C00083,60.0,Feeder Line,Feeder fault,Low,3,2,2,2025-06-22,2025-07-29,0,193,3,Preventive,Yes,Yes,Deferred
TDMS003738,AST008854,Feeder,C00009,94.8,Feeder Line,Feeder fault,Low,1,2,1,2025-03-08,2025-04-30,0,184,2,Preventive,Yes,Yes,Completed
TDMS003739,AST008909,Mast,C00089,79.7,OHE Mast,Mast defect,Low,2,1,2,2025-06-15,2025-07-23,0,201,5,Preventive,No,Yes,Open
TDMS003740,AST011701,OHE,C00002,89.7,Overhead Equipment,Preventive OHE maintenance,Medium,3,2,1,2025-06-05,2025-06-22,0,53,2,Preventive,Yes,Yes,Completed
TDMS003741,AST011105,Feeder,C00082,121.8,Feeder Line,Feeder fault,Medium,2,3,1,2025-06-13,2025-07-03,0,122,2,Preventive,No,Yes,Completed
TDMS003742,AST009768,OHE,C00053,71.7,Overhead Equipment,Preventive OHE maintenance,High,4,4,4,2025-06-27,2025-07-04,0,181,4,Preventive,Yes,No,Open
TDMS003743,AST009473,Section Insulator,C00024,27.8,Section Insulator,Section insulator wear,Medium,2,2,2,2025-06-17,2025-07-11,0,144,4,Preventive,Yes,Yes,Open
TDMS003744,AST010823,Transformer,C00097,9.5,Traction Transformer,Transformer inspection,High,2,3,3,2025-06-16,2025-06-29,2,279,4,Inspection,Yes,No,Open
TDMS003745,AST010922,Mast,C00074,9.3,OHE Mast,Mast defect,Medium,3,2,2,2025-06-30,2025-07-19,0,137,3,Preventive,No,Yes,Open
TDMS003746,AST009515,Pantograph Interaction Zone,C00067,67.9,Pantograph Interaction Zone,OHE wear,Low,1,2,2,2025-06-28,2025-08-13,0,177,2,Preventive,Yes,Yes,Completed
TDMS003747,AST008947,OHE,C00053,69.1,Overhead Equipment,OHE wear,Low,2,3,1,2025-06-05,2025-07-18,0,143,4,Preventive,Yes,Yes,In Progress
TDMS003748,AST010661,Feeder,C00036,3.3,Feeder Line,Feeder fault,Low,2,2,2,2025-05-22,2025-07-04,0,174,4,Preventive,Yes,Yes,Completed
TDMS003749,AST008993,OHE,C00003,26.6,Overhead Equipment,Preventive OHE maintenance,High,4,4,2,2025-06-15,2025-06-27,4,149,5,Preventive,Yes,No,Scheduled
TDMS003750,AST011026,Section Insulator,C00022,120.0,Section Insulator,Section insulator wear,High,3,5,3,2025-04-06,2025-04-12,0,92,2,Corrective,No,No,Completed
TDMS003751,AST011352,Catenary,C00074,8.8,Catenary Wire,Catenary sag,Medium,3,3,2,2025-06-01,2025-06-21,10,134,1,Preventive,Yes,No,Scheduled
TDMS003752,AST009016,OHE,C00065,5.3,Overhead Equipment,Preventive OHE maintenance,Low,1,1,2,2025-06-28,2025-08-08,0,51,2,Preventive,Yes,Yes,In Progress
TDMS003753,AST009208,Transformer,C00015,62.4,Traction Transformer,Transformer inspection,Low,3,2,1,2025-04-28,2025-06-09,22,258,6,Inspection,Yes,Yes,Open
TDMS003754,AST011309,Catenary,C00073,35.7,Catenary Wire,Catenary sag,Medium,2,3,2,2025-06-08,2025-06-30,1,224,4,Preventive,Yes,Yes,Scheduled
TDMS003755,AST010229,Catenary,C00070,21.8,Catenary Wire,Catenary sag,High,2,3,2,2025-03-07,2025-03-18,105,261,4,Corrective,Yes,Yes,Open
TDMS003756,AST009642,Insulator,C00092,0.2,Insulator,Insulator defect,Medium,4,2,1,2025-06-20,2025-07-12,0,146,4,Preventive,No,Yes,Open
TDMS003757,AST008721,Jumper,C00056,10.4,Jumper Wire,Loose jumper,Low,1,2,2,2025-05-28,2025-07-05,0,98,3,Preventive,Yes,Yes,Scheduled
TDMS003758,AST011244,Feeder,C00020,53.8,Feeder Line,Feeder fault,Low,3,1,1,2025-03-04,2025-04-07,85,127,4,Preventive,Yes,Yes,Open
TDMS003759,AST009335,Section Insulator,C00099,0.8,Section Insulator,Section insulator wear,Critical,5,4,4,2025-05-05,2025-05-10,52,109,3,Corrective,Yes,Yes,Open
TDMS003760,AST010258,Mast,C00070,21.9,OHE Mast,Mast defect,High,4,4,3,2025-06-21,2025-07-01,0,91,3,Corrective,No,No,Open
TDMS003761,AST008989,Jumper,C00019,2.1,Jumper Wire,Loose jumper,Low,4,2,1,2025-06-20,2025-07-16,0,66,2,Preventive,Yes,Yes,In Progress
TDMS003762,AST010240,Pantograph Interaction Zone,C00062,27.2,Pantograph Interaction Zone,OHE wear,Medium,3,1,3,2025-06-17,2025-07-04,0,133,5,Preventive,No,Yes,Open
TDMS003763,AST011302,OHE,C00046,1.6,Overhead Equipment,Preventive OHE maintenance,High,3,4,4,2025-06-01,2025-06-11,20,125,3,Preventive,Yes,Yes,Open
TDMS003764,AST011337,OHE,C00003,3.5,Overhead Equipment,Preventive OHE maintenance,Low,3,1,2,2025-06-29,2025-08-12,0,135,3,Preventive,Yes,Yes,Open
TDMS003765,AST009615,Feeder,C00048,102.2,Feeder Line,Feeder fault,Medium,3,2,1,2025-06-08,2025-06-24,7,155,3,Preventive,Yes,Yes,Open
TDMS003766,AST011916,Pantograph Interaction Zone,C00030,12.7,Pantograph Interaction Zone,OHE wear,High,3,4,2,2025-06-19,2025-06-24,7,163,3,Corrective,Yes,No,Open
TDMS003767,AST010992,Pantograph Interaction Zone,C00053,2.6,Pantograph Interaction Zone,OHE wear,High,4,3,4,2025-06-01,2025-06-13,0,214,3,Corrective,Yes,Yes,Completed
TDMS003768,AST008908,OHE,C00095,45.1,Overhead Equipment,OHE wear,Critical,4,4,4,2025-03-20,2025-03-23,100,241,5,Corrective,No,No,Open
TDMS003769,AST008934,Insulator,C00039,14.2,Insulator,Insulator defect,Low,3,1,2,2025-06-25,2025-08-01,0,62,1,Preventive,Yes,Yes,Open
TDMS003770,AST011850,OHE,C00037,45.0,Overhead Equipment,Preventive OHE maintenance,High,4,4,3,2025-03-23,2025-04-01,91,126,5,Preventive,Yes,Yes,Scheduled
TDMS003771,AST010871,Catenary,C00078,118.4,Catenary Wire,Catenary sag,High,2,4,3,2025-05-29,2025-06-07,24,265,6,Corrective,Yes,Yes,Scheduled
TDMS003772,AST011291,Section Insulator,C00001,17.2,Section Insulator,Section insulator wear,Low,2,2,2,2025-05-27,2025-07-13,0,104,3,Preventive,Yes,Yes,Completed
TDMS003773,AST009925,Feeder,C00068,63.4,Feeder Line,Feeder fault,High,5,4,3,2025-05-23,2025-06-04,27,220,3,Corrective,No,Yes,In Progress
TDMS003774,AST011444,Mast,C00066,0.2,OHE Mast,Mast defect,Low,2,3,2,2025-06-16,2025-07-20,0,174,3,Preventive,No,Yes,Open
TDMS003775,AST010699,Insulator,C00005,33.6,Insulator,Insulator defect,Low,3,3,2,2025-06-17,2025-07-20,0,119,3,Preventive,No,Yes,Scheduled
TDMS003776,AST011459,Feeder,C00054,42.5,Feeder Line,Feeder fault,Low,2,1,1,2025-03-13,2025-04-07,85,89,2,Preventive,Yes,Yes,Open
TDMS003777,AST008732,Section Insulator,C00072,87.1,Section Insulator,Section insulator wear,High,4,3,3,2025-06-09,2025-06-14,17,83,2,Corrective,Yes,No,In Progress
TDMS003778,AST008890,Transformer,C00035,95.3,Traction Transformer,Transformer inspection,High,5,2,3,2025-06-25,2025-07-03,0,238,4,Inspection,Yes,Yes,Deferred
TDMS003779,AST009464,Catenary,C00042,2.9,Catenary Wire,Catenary sag,Low,2,1,3,2025-05-27,2025-06-25,6,221,3,Preventive,Yes,No,Scheduled
TDMS003780,AST010402,Jumper,C00069,197.8,Jumper Wire,Loose jumper,High,3,4,2,2025-03-07,2025-03-18,105,109,2,Corrective,No,Yes,Deferred
TDMS003781,AST011294,Mast,C00071,14.0,OHE Mast,Mast defect,Medium,3,3,3,2025-06-27,2025-07-21,0,93,3,Preventive,No,Yes,Open
TDMS003782,AST010693,Feeder,C00098,3.9,Feeder Line,Feeder fault,High,3,3,2,2025-06-21,2025-07-01,0,192,5,Corrective,Yes,Yes,Open
TDMS003783,AST011134,OHE,C00054,33.2,Overhead Equipment,Preventive OHE maintenance,High,3,5,4,2025-06-25,2025-07-04,0,186,3,Preventive,Yes,Yes,Open
TDMS003784,AST009080,Section Insulator,C00048,105.3,Section Insulator,Section insulator wear,Medium,2,3,1,2025-06-28,2025-07-20,0,161,4,Preventive,Yes,Yes,Open
TDMS003785,AST011077,Feeder,C00020,20.0,Feeder Line,Feeder fault,Medium,3,3,2,2025-04-26,2025-05-15,47,159,3,Preventive,Yes,No,Open
TDMS003786,AST009716,Jumper,C00041,33.8,Jumper Wire,Loose jumper,High,4,4,4,2025-06-05,2025-06-17,14,82,3,Corrective,No,Yes,Open
TDMS003787,AST011659,Insulator,C00084,264.9,Insulator,Insulator defect,Medium,3,2,2,2025-06-29,2025-07-13,0,50,1,Preventive,Yes,Yes,Open
TDMS003788,AST010730,Transformer,C00058,26.9,Traction Transformer,Transformer inspection,Low,4,2,1,2025-05-06,2025-06-17,14,241,3,Inspection,Yes,Yes,Open
TDMS003789,AST010029,Catenary,C00049,114.6,Catenary Wire,Catenary sag,Critical,5,3,2,2025-06-18,2025-06-21,10,210,4,Corrective,Yes,No,Deferred
TDMS003790,AST009065,OHE,C00043,6.7,Overhead Equipment,OHE wear,Medium,4,3,2,2025-06-10,2025-07-01,0,205,4,Preventive,Yes,Yes,Deferred
TDMS003791,AST010696,Catenary,C00081,25.7,Catenary Wire,Catenary sag,Medium,3,3,1,2025-05-19,2025-06-08,23,209,4,Preventive,Yes,Yes,Open
TDMS003792,AST010518,Transformer,C00036,10.3,Traction Transformer,Transformer inspection,Low,5,1,2,2025-06-08,2025-07-25,0,198,4,Inspection,Yes,Yes,Open
TDMS003793,AST011289,Insulator,C00049,78.3,Insulator,Insulator defect,Low,3,1,1,2025-06-16,2025-07-26,0,96,2,Preventive,Yes,Yes,Completed
TDMS003794,AST009983,Section Insulator,C00017,4.5,Section Insulator,Section insulator wear,Low,2,3,2,2025-04-13,2025-05-27,35,61,3,Preventive,Yes,Yes,Scheduled
TDMS003795,AST008846,Pantograph Interaction Zone,C00065,55.4,Pantograph Interaction Zone,OHE wear,High,3,4,2,2025-05-17,2025-05-28,34,202,6,Corrective,No,Yes,Scheduled
TDMS003796,AST011115,Catenary,C00079,45.9,Catenary Wire,Catenary sag,Medium,3,2,1,2025-05-22,2025-06-05,26,216,2,Preventive,Yes,Yes,In Progress
TDMS003797,AST009239,Transformer,C00050,4.5,Traction Transformer,Transformer inspection,High,2,4,2,2025-06-20,2025-06-27,0,250,4,Inspection,Yes,Yes,Completed
TDMS003798,AST011914,Mast,C00024,67.2,OHE Mast,Mast defect,Medium,3,3,2,2025-03-19,2025-04-13,79,153,1,Preventive,No,No,Scheduled
TDMS003799,AST009861,OHE,C00057,52.8,Overhead Equipment,Preventive OHE maintenance,Medium,3,2,2,2025-05-25,2025-06-16,15,65,3,Preventive,Yes,No,Open
TDMS003800,AST008757,Jumper,C00054,1.5,Jumper Wire,Loose jumper,High,2,3,3,2025-05-05,2025-05-12,50,71,3,Corrective,Yes,Yes,In Progress
TDMS003801,AST010506,Insulator,C00035,47.7,Insulator,Insulator defect,High,2,3,2,2025-04-23,2025-05-02,60,93,3,Corrective,No,Yes,Open
TDMS003802,AST009614,Insulator,C00038,61.8,Insulator,Insulator defect,Low,2,2,1,2025-06-06,2025-07-17,0,134,2,Preventive,Yes,Yes,Scheduled
TDMS003803,AST008756,Mast,C00006,19.2,OHE Mast,Mast defect,Low,3,1,1,2025-05-22,2025-07-07,0,145,5,Preventive,No,No,Open
TDMS003804,AST009179,Jumper,C00071,13.2,Jumper Wire,Loose jumper,Medium,1,3,2,2025-06-23,2025-07-17,0,58,3,Preventive,Yes,Yes,Completed
TDMS003805,AST010594,Feeder,C00082,79.3,Feeder Line,Feeder fault,Medium,3,2,3,2025-06-17,2025-07-04,0,173,3,Preventive,Yes,Yes,Open
TDMS003806,AST010881,Section Insulator,C00005,115.6,Section Insulator,Section insulator wear,Low,2,2,1,2025-06-28,2025-08-16,0,98,3,Preventive,Yes,Yes,Completed
TDMS003807,AST011340,Transformer,C00025,141.8,Traction Transformer,Transformer inspection,Low,3,1,1,2025-06-20,2025-07-20,0,242,3,Inspection,Yes,Yes,Open
TDMS003808,AST011558,Transformer,C00018,62.8,Traction Transformer,Transformer inspection,Medium,4,2,1,2025-04-03,2025-04-22,70,250,4,Inspection,Yes,Yes,Open
TDMS003809,AST009547,Pantograph Interaction Zone,C00089,77.2,Pantograph Interaction Zone,OHE wear,High,2,4,2,2025-05-28,2025-06-08,23,157,3,Corrective,Yes,Yes,Scheduled
TDMS003810,AST009021,Insulator,C00066,52.7,Insulator,Insulator defect,High,3,5,3,2025-06-22,2025-06-27,4,116,4,Corrective,Yes,Yes,In Progress
TDMS003811,AST011989,Feeder,C00029,2.6,Feeder Line,Feeder fault,High,4,3,2,2025-05-28,2025-06-06,25,125,2,Corrective,Yes,No,Open
TDMS003812,AST010783,Insulator,C00084,29.3,Insulator,Insulator defect,High,2,4,2,2025-06-30,2025-07-11,0,161,3,Corrective,Yes,Yes,Open
TDMS003813,AST010033,Pantograph Interaction Zone,C00007,116.1,Pantograph Interaction Zone,OHE wear,Critical,4,5,2,2025-05-09,2025-05-12,50,205,3,Corrective,Yes,Yes,Open
TDMS003814,AST008825,Transformer,C00075,138.6,Traction Transformer,Transformer inspection,High,3,4,4,2025-05-20,2025-05-30,32,205,3,Inspection,Yes,Yes,Scheduled
TDMS003815,AST011023,Feeder,C00075,120.7,Feeder Line,Feeder fault,Low,2,1,1,2025-06-30,2025-08-18,0,137,1,Preventive,Yes,Yes,Open
TDMS003816,AST009001,Feeder,C00011,28.6,Feeder Line,Feeder fault,Critical,5,4,2,2025-06-28,2025-06-29,2,200,3,Corrective,No,Yes,Scheduled
TDMS003817,AST009871,Catenary,C00025,304.2,Catenary Wire,Catenary sag,Low,3,1,1,2025-06-30,2025-08-17,0,211,4,Preventive,Yes,Yes,Completed
TDMS003818,AST009441,Transformer,C00068,55.7,Traction Transformer,Transformer inspection,High,3,4,2,2025-06-15,2025-06-23,0,258,4,Inspection,Yes,Yes,Completed
TDMS003819,AST011481,Jumper,C00017,2.6,Jumper Wire,Loose jumper,High,5,4,3,2025-05-07,2025-05-18,0,70,3,Corrective,Yes,Yes,Completed
TDMS003820,AST011364,OHE,C00083,43.2,Overhead Equipment,OHE wear,Medium,2,4,1,2025-03-19,2025-04-08,84,196,4,Preventive,Yes,Yes,In Progress
TDMS003821,AST011567,Pantograph Interaction Zone,C00063,147.5,Pantograph Interaction Zone,OHE wear,Low,2,2,1,2025-05-15,2025-07-01,0,178,3,Preventive,No,Yes,Scheduled
TDMS003822,AST010955,OHE,C00100,3.2,Overhead Equipment,OHE wear,High,2,3,3,2025-06-20,2025-06-30,0,142,4,Corrective,Yes,Yes,Completed
TDMS003823,AST011110,OHE,C00024,65.7,Overhead Equipment,Preventive OHE maintenance,Medium,2,4,2,2025-05-24,2025-06-13,18,74,3,Preventive,Yes,No,Scheduled
TDMS003824,AST010112,Section Insulator,C00081,60.9,Section Insulator,Section insulator wear,High,3,3,2,2025-05-17,2025-05-24,38,92,4,Corrective,Yes,Yes,Open
TDMS003825,AST010646,Feeder,C00063,4.0,Feeder Line,Feeder fault,Medium,2,3,1,2025-06-16,2025-07-07,0,149,4,Preventive,Yes,No,Deferred
TDMS003826,AST010443,Jumper,C00013,86.3,Jumper Wire,Loose jumper,Medium,2,3,1,2025-05-15,2025-06-08,23,44,3,Preventive,Yes,Yes,Scheduled
TDMS003827,AST009847,Feeder,C00096,89.8,Feeder Line,Feeder fault,High,3,4,5,2025-03-27,2025-04-06,86,215,6,Corrective,Yes,No,Scheduled
TDMS003828,AST011191,Section Insulator,C00067,116.2,Section Insulator,Section insulator wear,Low,3,3,1,2025-06-07,2025-07-15,0,65,5,Preventive,Yes,Yes,Completed
TDMS003829,AST008930,Section Insulator,C00086,125.2,Section Insulator,Section insulator wear,Medium,3,2,3,2025-06-17,2025-07-11,0,113,4,Preventive,Yes,Yes,Scheduled
TDMS003830,AST010095,Mast,C00098,1.4,OHE Mast,Mast defect,Medium,3,3,2,2025-03-24,2025-04-09,83,62,1,Preventive,No,Yes,Scheduled
TDMS003831,AST010565,Catenary,C00032,2.2,Catenary Wire,Catenary sag,High,3,5,3,2025-06-25,2025-07-01,0,244,6,Corrective,Yes,Yes,Completed
TDMS003832,AST010552,OHE,C00043,8.5,Overhead Equipment,Preventive OHE maintenance,Medium,3,3,2,2025-03-29,2025-04-25,67,105,3,Preventive,Yes,Yes,Scheduled
TDMS003833,AST011660,Transformer,C00021,132.7,Traction Transformer,Transformer inspection,Medium,3,1,2,2025-06-24,2025-07-14,0,199,4,Inspection,Yes,No,Open
TDMS003834,AST011160,Catenary,C00056,11.0,Catenary Wire,Catenary sag,Low,3,1,2,2025-06-23,2025-08-13,0,123,3,Preventive,Yes,Yes,Open
TDMS003835,AST009028,Pantograph Interaction Zone,C00024,16.2,Pantograph Interaction Zone,OHE wear,Critical,4,4,3,2025-06-19,2025-06-23,8,240,4,Corrective,Yes,Yes,Scheduled
TDMS003836,AST011029,Transformer,C00085,190.7,Traction Transformer,Transformer inspection,High,1,3,3,2025-05-30,2025-06-07,24,122,1,Inspection,Yes,Yes,Open
TDMS003837,AST009918,Pantograph Interaction Zone,C00052,161.2,Pantograph Interaction Zone,OHE wear,Medium,5,3,2,2025-04-27,2025-05-17,45,190,3,Preventive,Yes,Yes,In Progress
TDMS003838,AST008952,Mast,C00056,19.2,OHE Mast,Mast defect,High,4,4,2,2025-06-28,2025-07-06,0,184,5,Corrective,No,Yes,Open
TDMS003839,AST010375,Section Insulator,C00088,60.8,Section Insulator,Section insulator wear,Medium,3,3,2,2025-06-29,2025-07-18,0,120,2,Preventive,No,Yes,In Progress
TDMS003840,AST009424,OHE,C00036,50.3,Overhead Equipment,OHE wear,Medium,4,2,2,2025-06-17,2025-07-11,0,149,2,Preventive,Yes,No,Completed
TDMS003841,AST011151,Transformer,C00006,13.9,Traction Transformer,Transformer inspection,Critical,5,5,4,2025-06-17,2025-06-19,12,207,2,Inspection,Yes,Yes,Open
TDMS003842,AST010386,Mast,C00003,74.8,OHE Mast,Mast defect,Low,5,2,1,2025-06-16,2025-08-02,0,177,3,Preventive,No,Yes,Open
TDMS003843,AST011844,Insulator,C00055,104.5,Insulator,Insulator defect,Medium,3,2,2,2025-06-01,2025-06-18,13,68,3,Preventive,Yes,Yes,In Progress
TDMS003844,AST011914,Mast,C00024,67.2,OHE Mast,Mast defect,Medium,4,3,3,2025-06-16,2025-07-08,0,105,2,Preventive,No,Yes,Open
TDMS003845,AST010924,Section Insulator,C00006,4.0,Section Insulator,Section insulator wear,Medium,3,2,2,2025-06-23,2025-07-12,0,122,3,Preventive,Yes,Yes,Open
TDMS003846,AST011893,Pantograph Interaction Zone,C00093,44.8,Pantograph Interaction Zone,OHE wear,High,4,4,2,2025-06-03,2025-06-15,0,204,4,Corrective,Yes,Yes,Completed
TDMS003847,AST011078,Insulator,C00020,24.9,Insulator,Insulator defect,Medium,3,3,2,2025-06-19,2025-07-13,0,129,5,Preventive,Yes,Yes,In Progress
TDMS003848,AST009362,Section Insulator,C00061,1.0,Section Insulator,Section insulator wear,Medium,2,2,2,2025-05-31,2025-06-17,14,114,4,Preventive,Yes,Yes,Open
TDMS003849,AST010536,OHE,C00064,15.8,Overhead Equipment,OHE wear,Medium,4,3,2,2025-06-09,2025-06-24,7,171,2,Preventive,No,Yes,Open
TDMS003850,AST011867,Section Insulator,C00063,144.1,Section Insulator,Section insulator wear,Low,2,2,1,2025-06-23,2025-08-03,0,111,2,Preventive,Yes,Yes,Open
TDMS003851,AST010209,Jumper,C00080,65.1,Jumper Wire,Loose jumper,Low,4,3,3,2025-05-06,2025-06-20,11,125,4,Preventive,Yes,No,Open
TDMS003852,AST011474,Transformer,C00080,15.6,Traction Transformer,Transformer inspection,Critical,3,5,3,2025-06-25,2025-06-28,3,246,3,Inspection,Yes,Yes,Open
TDMS003853,AST011283,Transformer,C00027,5.9,Traction Transformer,Transformer inspection,Medium,2,2,1,2025-05-12,2025-06-09,22,213,4,Inspection,Yes,Yes,Scheduled
TDMS003854,AST010439,Mast,C00072,61.0,OHE Mast,Mast defect,High,3,4,3,2025-06-22,2025-06-28,3,150,4,Corrective,No,Yes,Open
TDMS003855,AST011760,Catenary,C00005,18.0,Catenary Wire,Catenary sag,Low,1,2,2,2025-05-18,2025-07-02,0,158,3,Preventive,Yes,Yes,Open
TDMS003856,AST010570,Section Insulator,C00031,63.4,Section Insulator,Section insulator wear,Low,3,1,1,2025-06-24,2025-07-27,0,125,3,Preventive,Yes,Yes,In Progress
TDMS003857,AST009236,Catenary,C00018,91.9,Catenary Wire,Catenary sag,Medium,4,4,1,2025-05-22,2025-06-08,23,155,2,Preventive,Yes,Yes,Open
TDMS003858,AST010277,Insulator,C00053,92.1,Insulator,Insulator defect,Low,4,1,2,2025-06-13,2025-07-23,0,32,2,Preventive,Yes,No,Open
TDMS003859,AST011203,Section Insulator,C00068,48.1,Section Insulator,Section insulator wear,High,4,3,2,2025-03-25,2025-04-02,0,167,2,Corrective,Yes,Yes,Completed
TDMS003860,AST010765,Transformer,C00084,297.3,Traction Transformer,Transformer inspection,Low,3,3,2,2025-05-21,2025-07-06,0,232,4,Inspection,Yes,Yes,Scheduled
TDMS003861,AST011337,OHE,C00003,3.5,Overhead Equipment,OHE wear,High,3,4,3,2025-06-30,2025-07-08,0,204,5,Corrective,No,Yes,Scheduled
TDMS003862,AST010536,OHE,C00064,15.8,Overhead Equipment,Preventive OHE maintenance,Medium,4,2,2,2025-05-24,2025-06-09,0,97,2,Preventive,Yes,Yes,Completed
TDMS003863,AST008946,Feeder,C00035,43.6,Feeder Line,Feeder fault,Medium,4,1,1,2025-05-18,2025-06-08,23,98,2,Preventive,Yes,Yes,Deferred
TDMS003864,AST009827,Section Insulator,C00035,33.2,Section Insulator,Section insulator wear,Medium,3,3,2,2025-06-29,2025-07-22,0,130,4,Preventive,Yes,Yes,Scheduled
TDMS003865,AST009986,Catenary,C00023,25.1,Catenary Wire,Catenary sag,Low,2,2,1,2025-06-11,2025-07-22,0,146,3,Preventive,Yes,Yes,Open
TDMS003866,AST010201,Feeder,C00043,0.4,Feeder Line,Feeder fault,Medium,4,2,1,2025-06-17,2025-07-09,0,187,4,Preventive,Yes,Yes,Open
TDMS003867,AST009524,Feeder,C00041,11.6,Feeder Line,Feeder fault,Medium,3,3,3,2025-05-23,2025-06-16,0,86,3,Preventive,Yes,Yes,Completed
TDMS003868,AST008656,Insulator,C00027,41.9,Insulator,Insulator defect,High,3,4,2,2025-06-17,2025-06-24,7,78,4,Corrective,Yes,Yes,In Progress
TDMS003869,AST011079,Insulator,C00080,6.9,Insulator,Insulator defect,Low,2,2,2,2025-05-07,2025-06-18,13,129,2,Preventive,Yes,Yes,Open
TDMS003870,AST010865,Jumper,C00028,124.7,Jumper Wire,Loose jumper,Critical,4,5,5,2025-06-24,2025-06-27,4,101,4,Corrective,Yes,Yes,Open
TDMS003871,AST010706,Section Insulator,C00082,109.8,Section Insulator,Section insulator wear,Low,3,2,1,2025-05-30,2025-07-09,0,82,5,Preventive,Yes,Yes,Scheduled
