task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TDMS001093,Traction Distribution,AST009145,Insulator,C00033,81.1,Insulator defect,Critical,4,4,4,16,132,4,No,Corrective,Scheduled,64.0,86.0,36,61.7
TDMS001094,Traction Distribution,AST010128,Insulator,C00018,40.9,Insulator defect,Low,3,2,3,0,179,5,Yes,Preventive,Completed,5.0,31.8,58,36.5
TDMS001095,Traction Distribution,AST011690,Feeder,C00073,2.1,Feeder fault,Low,3,2,2,6,149,3,Yes,Preventive,In Progress,14.0,31.8,28,28.3
TDMS001096,Traction Distribution,AST010255,Jumper,C00080,3.5,Loose jumper,Low,3,2,2,0,50,3,Yes,Preventive,Open,5.0,31.8,80,38.5
TDMS001097,Traction Distribution,AST010428,Feeder,C00032,22.7,Feeder fault,Low,3,1,2,0,102,3,Yes,Preventive,Completed,5.0,17.8,32,21.1
TDMS001098,Traction Distribution,AST010011,Section Insulator,C00070,18.2,Section insulator wear,Medium,2,3,2,0,120,4,Yes,Preventive,Open,12.0,51.0,40,36.8
TDMS001099,Traction Distribution,AST009076,Mast,C00067,99.3,Mast defect,Low,3,1,1,0,155,5,Yes,Preventive,Open,5.0,17.8,46,21.5
TDMS001100,Traction Distribution,AST010484,Insulator,C00061,25.6,Insulator defect,Critical,5,5,2,14,98,3,Yes,Corrective,Open,61.0,100.0,38,62.1
TDMS001101,Traction Distribution,AST011163,Transformer,C00047,24.1,Transformer inspection,Low,2,2,2,0,155,4,Yes,Inspection,Completed,5.0,31.8,38,28.3
TDMS001102,Traction Distribution,AST009785,Catenary,C00073,113.2,Catenary sag,Medium,2,2,3,22,138,5,Yes,Preventive,Open,45.0,37.0,24,37.9
TDMS001103,Traction Distribution,AST011854,Mast,C00029,72.2,Mast defect,Medium,3,2,2,0,114,3,Yes,Preventive,Open,12.0,37.0,54,34.2
TDMS001104,Traction Distribution,AST011460,Insulator,C00043,15.1,Insulator defect,Low,2,2,2,0,124,3,Yes,Preventive,Completed,5.0,31.8,40,28.7
TDMS001105,Traction Distribution,AST011106,Transformer,C00098,1.1,Transformer inspection,Medium,2,3,4,0,226,3,Yes,Inspection,Completed,12.0,51.0,58,47.0
TDMS001106,Traction Distribution,AST008705,Section Insulator,C00035,19.9,Section insulator wear,Low,1,1,3,0,86,5,No,Preventive,Open,5.0,17.8,54,29.7
TDMS001107,Traction Distribution,AST009890,Section Insulator,C00040,18.6,Section insulator wear,High,4,4,2,0,107,2,No,Corrective,Open,25.0,74.8,52,50.3
TDMS001108,Traction Distribution,AST011955,Section Insulator,C00014,15.4,Section insulator wear,Low,3,2,2,0,60,2,Yes,Preventive,Completed,5.0,31.8,44,30.1
TDMS001109,Traction Distribution,AST011819,Feeder,C00066,9.3,Feeder fault,Medium,3,3,2,0,165,4,Yes,Preventive,Open,12.0,51.0,48,39.0
TDMS001110,Traction Distribution,AST010259,Section Insulator,C00044,7.2,Section insulator wear,Medium,1,2,3,0,115,2,Yes,Preventive,Completed,12.0,37.0,38,33.4
TDMS001111,Traction Distribution,AST009657,OHE,C00052,4.7,OHE wear,Low,3,2,1,0,168,2,Yes,Preventive,Deferred,5.0,31.8,72,33.9
TDMS001112,Traction Distribution,AST009249,Insulator,C00032,16.8,Insulator defect,High,4,3,2,0,114,2,Yes,Corrective,Completed,25.0,60.8,68,47.5
TDMS001113,Traction Distribution,AST009766,Feeder,C00045,126.4,Feeder fault,Critical,5,4,3,0,180,4,No,Corrective,Completed,40.0,86.0,50,57.4
TDMS001114,Traction Distribution,AST009732,Feeder,C00045,143.8,Feeder fault,High,4,4,2,64,167,3,Yes,Corrective,Open,100.0,74.8,70,73.9
TDMS001115,Traction Distribution,AST011540,Jumper,C00092,95.2,Loose jumper,High,3,4,3,0,106,4,No,Corrective,Open,25.0,74.8,62,55.3
TDMS001116,Traction Distribution,AST011944,Insulator,C00046,26.5,Insulator defect,Medium,2,3,2,0,95,2,No,Preventive,Completed,12.0,51.0,46,38.6
TDMS001117,Traction Distribution,AST009206,Feeder,C00015,161.7,Feeder fault,Medium,3,3,1,95,159,4,Yes,Preventive,Scheduled,100.0,51.0,64,60.4
TDMS001118,Traction Distribution,AST011004,Catenary,C00049,59.9,Catenary sag,Low,2,1,1,0,247,3,Yes,Preventive,Open,5.0,17.8,54,23.7
TDMS001119,Traction Distribution,AST010296,Pantograph Interaction Zone,C00038,153.3,OHE wear,Medium,2,3,3,0,144,1,Yes,Preventive,Open,12.0,51.0,44,41.2
TDMS001120,Traction Distribution,AST009857,Section Insulator,C00027,98.3,Section insulator wear,Medium,2,3,2,0,40,1,Yes,Preventive,Completed,12.0,51.0,30,34.8
TDMS001121,Traction Distribution,AST010849,Insulator,C00048,102.3,Insulator defect,Critical,5,4,4,0,148,2,Yes,Corrective,Completed,40.0,86.0,68,64.6
TDMS001122,Traction Distribution,AST009753,Section Insulator,C00015,22.2,Section insulator wear,High,3,3,4,2,117,3,Yes,Corrective,Open,28.0,60.8,70,54.6
TDMS001123,Traction Distribution,AST010231,Pantograph Interaction Zone,C00020,52.5,OHE wear,Medium,3,3,2,0,173,3,Yes,Preventive,Open,12.0,51.0,28,34.4
TDMS001124,Traction Distribution,AST009311,Feeder,C00039,31.9,Feeder fault,High,4,4,2,0,141,4,No,Corrective,Open,25.0,74.8,60,51.9
TDMS001125,Traction Distribution,AST011293,Pantograph Interaction Zone,C00009,75.6,OHE wear,Medium,3,3,1,85,153,2,Yes,Preventive,Scheduled,100.0,51.0,20,49.2
TDMS001126,Traction Distribution,AST009499,Jumper,C00094,45.6,Loose jumper,Medium,4,2,2,0,45,2,Yes,Preventive,Completed,12.0,37.0,54,34.8
TDMS001127,Traction Distribution,AST011535,Mast,C00090,60.5,Mast defect,Medium,3,3,3,56,84,3,Yes,Preventive,Open,96.0,51.0,46,60.3
TDMS001128,Traction Distribution,AST008727,Mast,C00015,44.4,Mast defect,Low,3,2,1,0,92,3,Yes,Preventive,Completed,5.0,31.8,36,25.5
TDMS001129,Traction Distribution,AST011119,Insulator,C00082,102.5,Insulator defect,Medium,2,3,3,35,115,3,Yes,Preventive,Open,64.5,51.0,56,54.7
TDMS001130,Traction Distribution,AST009274,Feeder,C00091,107.2,Feeder fault,Low,2,1,2,0,141,3,Yes,Preventive,Open,5.0,17.8,54,26.7
TDMS001131,Traction Distribution,AST011345,OHE,C00087,38.9,Preventive OHE maintenance,Low,3,2,1,0,129,3,Yes,Preventive,In Progress,5.0,31.8,34,24.5
TDMS001132,Traction Distribution,AST008857,OHE,C00026,354.0,OHE wear,Low,3,3,1,3,252,4,Yes,Preventive,Open,9.5,45.8,42,33.1
TDMS001133,Traction Distribution,AST009772,Feeder,C00021,109.7,Feeder fault,Critical,2,5,4,24,205,4,Yes,Corrective,Open,76.0,100.0,36,70.4
TDMS001134,Traction Distribution,AST009829,Pantograph Interaction Zone,C00009,27.2,OHE wear,Low,2,2,2,0,158,4,Yes,Preventive,Completed,5.0,31.8,38,28.9
TDMS001135,Traction Distribution,AST011194,Catenary,C00030,115.1,Catenary sag,High,3,4,1,89,227,5,Yes,Corrective,Open,100.0,74.8,50,66.9
TDMS001136,Traction Distribution,AST009441,Transformer,C00068,55.7,Transformer inspection,Medium,2,3,2,0,276,4,Yes,Inspection,Scheduled,12.0,51.0,46,38.6
TDMS001137,Traction Distribution,AST010159,Transformer,C00005,29.3,Transformer inspection,Medium,3,3,3,0,270,5,Yes,Inspection,Scheduled,12.0,51.0,38,40.0
TDMS001138,Traction Distribution,AST011346,OHE,C00043,5.1,Preventive OHE maintenance,Low,1,2,1,0,144,4,Yes,Preventive,In Progress,5.0,31.8,42,26.7
TDMS001139,Traction Distribution,AST010985,Section Insulator,C00053,39.7,Section insulator wear,Low,2,1,1,1,68,3,No,Preventive,Open,6.5,17.8,52,23.0
TDMS001140,Traction Distribution,AST009865,Mast,C00011,142.8,Mast defect,Critical,4,4,4,12,170,3,No,Corrective,Deferred,58.0,86.0,52,64.2
TDMS001141,Traction Distribution,AST008965,Feeder,C00016,53.5,Feeder fault,Medium,3,3,3,0,122,3,Yes,Preventive,Completed,12.0,51.0,66,46.2
TDMS001142,Traction Distribution,AST010935,Insulator,C00074,1.1,Insulator defect,Low,1,1,2,0,87,3,Yes,Preventive,Open,5.0,17.8,34,21.5
TDMS001143,Traction Distribution,AST011366,Jumper,C00017,3.5,Loose jumper,Medium,4,3,1,41,112,5,Yes,Preventive,Open,73.5,51.0,48,50.3
TDMS001144,Traction Distribution,AST008787,Section Insulator,C00091,104.5,Section insulator wear,High,3,3,4,7,108,3,No,Corrective,Scheduled,35.5,60.8,54,53.0
TDMS001145,Traction Distribution,AST011781,Pantograph Interaction Zone,C00058,56.6,OHE wear,High,4,3,4,0,148,4,Yes,Corrective,Completed,25.0,60.8,54,50.7
TDMS001146,Traction Distribution,AST011599,Feeder,C00058,67.1,Feeder fault,High,4,3,2,0,153,4,Yes,Corrective,Completed,25.0,60.8,52,44.3
TDMS001147,Traction Distribution,AST009137,Mast,C00065,12.1,Mast defect,Medium,4,3,2,0,146,2,Yes,Preventive,Open,12.0,51.0,68,44.2
TDMS001148,Traction Distribution,AST010782,Pantograph Interaction Zone,C00030,69.5,OHE wear,Medium,4,2,2,0,205,2,Yes,Preventive,Open,12.0,37.0,40,31.4
TDMS001149,Traction Distribution,AST011324,OHE,C00063,156.6,OHE wear,Low,1,3,2,0,219,3,Yes,Preventive,Open,5.0,45.8,22,30.5
TDMS001150,Traction Distribution,AST009345,Jumper,C00085,140.7,Loose jumper,Low,3,1,1,0,137,2,Yes,Preventive,Scheduled,5.0,17.8,42,20.7
TDMS001151,Traction Distribution,AST009825,Feeder,C00032,8.2,Feeder fault,Medium,3,3,2,9,150,5,Yes,Preventive,Open,25.5,51.0,58,44.6
TDMS001152,Traction Distribution,AST009936,Transformer,C00036,25.7,Transformer inspection,High,3,3,3,0,229,3,Yes,Inspection,Deferred,25.0,60.8,60,49.5
TDMS001153,Traction Distribution,AST010898,Jumper,C00075,3.9,Loose jumper,Medium,3,5,2,0,74,2,Yes,Preventive,Completed,12.0,79.0,38,48.4
TDMS001154,Traction Distribution,AST011451,Mast,C00004,29.9,Mast defect,Medium,4,3,1,0,150,3,Yes,Preventive,Deferred,12.0,51.0,46,35.6
TDMS001155,Traction Distribution,AST010350,OHE,C00096,59.8,Preventive OHE maintenance,Low,3,2,2,0,161,4,Yes,Preventive,Completed,5.0,31.8,36,28.5
TDMS001156,Traction Distribution,AST010278,Feeder,C00062,14.3,Feeder fault,Low,2,2,1,0,132,3,Yes,Preventive,Completed,5.0,31.8,36,25.5
TDMS001157,Traction Distribution,AST009121,Section Insulator,C00056,26.8,Section insulator wear,Medium,3,2,2,0,75,2,No,Preventive,Completed,12.0,37.0,32,29.2
TDMS001158,Traction Distribution,AST010040,Insulator,C00070,22.0,Insulator defect,Medium,2,2,3,10,162,5,Yes,Preventive,Open,27.0,37.0,50,39.7
TDMS001159,Traction Distribution,AST010036,Insulator,C00024,10.2,Insulator defect,Low,4,2,1,0,36,1,Yes,Preventive,Open,5.0,31.8,74,34.3
TDMS001160,Traction Distribution,AST008701,Catenary,C00090,56.0,Catenary sag,Low,3,2,2,41,176,3,Yes,Preventive,Scheduled,66.5,31.8,40,43.0
TDMS001161,Traction Distribution,AST010333,Mast,C00036,0.7,Mast defect,Low,2,2,2,7,196,3,Yes,Preventive,Scheduled,15.5,31.8,48,33.2
TDMS001162,Traction Distribution,AST011350,Feeder,C00010,73.4,Feeder fault,Low,1,2,2,0,204,5,Yes,Preventive,Open,5.0,31.8,34,27.5
TDMS001163,Traction Distribution,AST008761,OHE,C00039,11.0,OHE wear,High,4,4,2,0,150,4,Yes,Corrective,Completed,25.0,74.8,48,48.9
TDMS001164,Traction Distribution,AST009810,Section Insulator,C00064,33.4,Section insulator wear,Medium,2,2,2,0,40,3,No,Preventive,Open,12.0,37.0,44,32.2
TDMS001165,Traction Distribution,AST011286,Transformer,C00072,67.8,Transformer inspection,Medium,3,3,1,0,208,4,No,Inspection,In Progress,12.0,51.0,38,34.0
TDMS001166,Traction Distribution,AST010827,Feeder,C00073,95.0,Feeder fault,Low,3,2,1,0,201,4,Yes,Preventive,Completed,5.0,31.8,60,30.3
TDMS001167,Traction Distribution,AST011416,OHE,C00010,40.0,Preventive OHE maintenance,Low,2,2,1,45,133,3,Yes,Preventive,Open,72.5,31.8,46,42.5
TDMS001168,Traction Distribution,AST011148,Jumper,C00059,214.3,Loose jumper,Medium,2,4,2,0,78,4,Yes,Preventive,Completed,12.0,65.0,32,41.2
TDMS001169,Traction Distribution,AST008940,Mast,C00022,2.5,Mast defect,Low,3,3,1,5,107,3,Yes,Preventive,Open,12.5,45.8,50,36.6
TDMS001170,Traction Distribution,AST011607,Mast,C00056,3.7,Mast defect,Medium,3,2,2,0,101,5,Yes,Preventive,Completed,12.0,37.0,34,29.6
TDMS001171,Traction Distribution,AST011639,OHE,C00052,6.1,OHE wear,Medium,3,3,2,0,113,2,Yes,Preventive,Completed,12.0,51.0,40,37.4
TDMS001172,Traction Distribution,AST011939,Transformer,C00081,25.8,Transformer inspection,Critical,3,5,4,4,329,5,Yes,Inspection,Open,46.0,100.0,34,63.3
TDMS001173,Traction Distribution,AST009937,OHE,C00086,59.1,Preventive OHE maintenance,High,2,4,2,3,143,5,Yes,Preventive,In Progress,29.5,74.8,26,44.9
TDMS001174,Traction Distribution,AST011131,Section Insulator,C00063,57.6,Section insulator wear,Medium,3,3,2,0,102,2,Yes,Preventive,Completed,12.0,51.0,34,35.6
TDMS001175,Traction Distribution,AST010398,OHE,C00024,10.2,OHE wear,Critical,5,5,3,0,247,5,Yes,Corrective,Completed,40.0,100.0,46,62.0
TDMS001176,Traction Distribution,AST010663,Feeder,C00090,50.0,Feeder fault,Medium,3,2,3,0,114,5,Yes,Preventive,Open,12.0,37.0,32,32.2
TDMS001177,Traction Distribution,AST010607,OHE,C00100,8.1,OHE wear,Medium,3,4,3,0,200,5,Yes,Preventive,Open,12.0,65.0,30,43.8
TDMS001178,Traction Distribution,AST011798,Insulator,C00041,10.6,Insulator defect,High,3,4,2,0,108,5,Yes,Corrective,Completed,25.0,74.8,58,51.5
TDMS001179,Traction Distribution,AST010916,Catenary,C00009,32.4,Catenary sag,Low,1,2,1,0,179,4,Yes,Preventive,Open,5.0,31.8,22,21.5
TDMS001180,Traction Distribution,AST010011,Section Insulator,C00070,18.2,Section insulator wear,Low,2,3,2,0,92,3,Yes,Preventive,Completed,5.0,45.8,40,34.7
TDMS001181,Traction Distribution,AST011546,Feeder,C00011,40.1,Feeder fault,Low,4,2,1,0,255,5,Yes,Preventive,Deferred,5.0,31.8,72,33.9
TDMS001182,Traction Distribution,AST011595,Feeder,C00082,52.8,Feeder fault,Critical,3,4,3,6,220,4,Yes,Corrective,Scheduled,49.0,86.0,64,62.2
TDMS001183,Traction Distribution,AST011088,Insulator,C00089,49.8,Insulator defect,High,2,4,2,28,168,1,Yes,Corrective,Open,67.0,74.8,32,54.4
TDMS001184,Traction Distribution,AST011915,Catenary,C00057,56.1,Catenary sag,Medium,3,2,2,0,248,4,Yes,Preventive,Completed,12.0,37.0,54,34.8
TDMS001185,Traction Distribution,AST010423,Transformer,C00037,17.4,Transformer inspection,Low,2,2,2,0,195,3,Yes,Inspection,Deferred,5.0,31.8,44,29.5
TDMS001186,Traction Distribution,AST010784,Catenary,C00078,106.9,Catenary sag,Medium,2,3,4,0,204,5,Yes,Preventive,Completed,12.0,51.0,30,40.2
TDMS001187,Traction Distribution,AST011379,Section Insulator,C00095,75.2,Section insulator wear,Low,1,2,2,0,58,2,Yes,Preventive,Open,5.0,31.8,40,29.3
TDMS001188,Traction Distribution,AST010974,Catenary,C00091,187.5,Catenary sag,Medium,2,3,2,0,274,3,Yes,Preventive,Completed,12.0,51.0,56,41.2
TDMS001189,Traction Distribution,AST010797,OHE,C00012,112.9,Preventive OHE maintenance,Critical,3,5,5,35,120,4,Yes,Preventive,Open,92.5,100.0,36,77.1
TDMS001190,Traction Distribution,AST009947,OHE,C00017,2.8,Preventive OHE maintenance,Low,3,1,1,17,116,4,Yes,Preventive,Scheduled,30.5,17.8,50,28.0
TDMS001191,Traction Distribution,AST011956,Pantograph Interaction Zone,C00017,2.4,OHE wear,High,2,3,2,14,213,4,Yes,Corrective,Open,46.0,60.8,20,40.8
TDMS001192,Traction Distribution,AST011068,Pantograph Interaction Zone,C00017,1.4,OHE wear,Low,2,3,2,0,230,3,Yes,Preventive,Open,5.0,45.8,64,40.7
TDMS001193,Traction Distribution,AST009153,Section Insulator,C00026,13.7,Section insulator wear,Low,2,2,1,0,139,3,Yes,Preventive,In Progress,5.0,31.8,48,27.9
TDMS001194,Traction Distribution,AST009012,Transformer,C00014,60.7,Transformer inspection,Low,4,2,1,0,227,4,No,Inspection,Scheduled,5.0,31.8,60,30.9
TDMS001195,Traction Distribution,AST010771,Jumper,C00076,100.6,Loose jumper,Critical,3,5,5,0,65,1,Yes,Corrective,Completed,40.0,100.0,54,70.2
TDMS001196,Traction Distribution,AST009178,Section Insulator,C00027,32.7,Section insulator wear,Low,4,3,1,0,88,3,No,Preventive,Open,5.0,45.8,48,33.9
TDMS001197,Traction Distribution,AST010741,OHE,C00004,60.3,OHE wear,Low,3,1,1,0,171,3,Yes,Preventive,Deferred,5.0,17.8,54,23.1
TDMS001198,Traction Distribution,AST009381,Jumper,C00077,12.0,Loose jumper,Critical,4,5,5,0,69,3,Yes,Corrective,Completed,40.0,100.0,64,72.8
TDMS001199,Traction Distribution,AST009617,Transformer,C00021,35.2,Transformer inspection,High,4,4,4,0,276,5,Yes,Inspection,Completed,25.0,74.8,38,52.9
TDMS001200,Traction Distribution,AST010252,Section Insulator,C00098,0.0,Section insulator wear,Low,4,2,1,18,61,2,Yes,Preventive,Open,32.0,31.8,66,38.7
TDMS001201,Traction Distribution,AST011749,Mast,C00080,23.3,Mast defect,Low,2,2,2,0,112,3,Yes,Preventive,In Progress,5.0,31.8,30,26.7
TDMS001202,Traction Distribution,AST011335,Transformer,C00052,139.0,Transformer inspection,High,2,5,2,0,194,4,Yes,Inspection,Open,25.0,88.8,50,55.3
TDMS001203,Traction Distribution,AST009262,Transformer,C00010,17.3,Transformer inspection,High,3,3,1,0,197,4,Yes,Inspection,Open,25.0,60.8,34,36.5
TDMS001204,Traction Distribution,AST009923,Section Insulator,C00063,85.6,Section insulator wear,Medium,2,2,2,17,134,2,Yes,Preventive,Open,37.5,37.0,16,31.1
TDMS001205,Traction Distribution,AST009415,OHE,C00019,81.2,Preventive OHE maintenance,Low,4,1,1,0,111,3,Yes,Preventive,Deferred,5.0,17.8,60,24.9
TDMS001206,Traction Distribution,AST011464,Pantograph Interaction Zone,C00039,9.5,OHE wear,Low,2,2,1,0,207,4,Yes,Preventive,Completed,5.0,31.8,40,26.3
TDMS001207,Traction Distribution,AST011423,Insulator,C00074,13.7,Insulator defect,Critical,3,4,4,81,121,3,No,Corrective,Open,100.0,86.0,32,75.6
TDMS001208,Traction Distribution,AST011021,Feeder,C00075,0.6,Feeder fault,High,3,3,2,5,137,2,Yes,Corrective,Scheduled,32.5,60.8,48,44.6
TDMS001209,Traction Distribution,AST009466,Catenary,C00049,34.8,Catenary sag,Medium,3,2,1,22,164,3,No,Preventive,Open,45.0,37.0,48,37.9
TDMS001210,Traction Distribution,AST011057,OHE,C00094,155.8,OHE wear,Low,3,2,1,0,170,4,Yes,Preventive,Open,5.0,31.8,62,31.3
TDMS001211,Traction Distribution,AST011658,Pantograph Interaction Zone,C00035,37.4,OHE wear,Low,2,2,2,0,170,3,Yes,Preventive,Open,5.0,31.8,58,33.5
TDMS001212,Traction Distribution,AST008665,Catenary,C00015,79.4,Catenary sag,Critical,4,4,4,0,262,4,Yes,Corrective,Completed,40.0,86.0,52,60.8
TDMS001213,Traction Distribution,AST010690,Catenary,C00028,107.2,Catenary sag,Low,3,2,1,0,229,5,No,Preventive,Completed,5.0,31.8,42,26.7
TDMS001214,Traction Distribution,AST008745,Feeder,C00020,67.7,Feeder fault,Low,3,1,1,0,168,4,Yes,Preventive,Scheduled,5.0,17.8,42,20.7
TDMS001215,Traction Distribution,AST009723,Catenary,C00024,69.1,Catenary sag,Low,3,3,2,75,259,4,Yes,Preventive,Open,100.0,45.8,58,59.5
TDMS001216,Traction Distribution,AST011934,Feeder,C00042,39.6,Feeder fault,High,3,3,1,9,179,3,Yes,Corrective,Scheduled,38.5,60.8,28,38.3
TDMS001217,Traction Distribution,AST011435,OHE,C00004,43.0,OHE wear,Medium,3,3,2,0,151,5,Yes,Preventive,Deferred,12.0,51.0,58,41.6
TDMS001218,Traction Distribution,AST009896,Insulator,C00098,1.9,Insulator defect,High,4,4,3,18,99,4,Yes,Corrective,Open,52.0,74.8,58,59.9
TDMS001219,Traction Distribution,AST010241,Jumper,C00059,9.6,Loose jumper,Low,3,3,2,0,86,3,Yes,Preventive,Deferred,5.0,45.8,60,39.3
TDMS001220,Traction Distribution,AST010640,Section Insulator,C00030,121.9,Section insulator wear,High,2,3,3,0,53,3,Yes,Corrective,Completed,25.0,60.8,28,41.3
TDMS001221,Traction Distribution,AST010348,Feeder,C00062,42.0,Feeder fault,High,3,3,4,33,171,1,No,Corrective,In Progress,74.5,60.8,44,59.1
TDMS001222,Traction Distribution,AST008705,Section Insulator,C00035,19.9,Section insulator wear,Low,3,2,1,0,114,5,Yes,Preventive,Open,5.0,31.8,54,29.7
TDMS001223,Traction Distribution,AST009249,Insulator,C00032,16.8,Insulator defect,High,3,4,1,59,140,4,Yes,Corrective,Open,100.0,74.8,68,70.2
TDMS001224,Traction Distribution,AST011886,Pantograph Interaction Zone,C00021,0.9,OHE wear,Low,1,1,2,2,168,2,Yes,Preventive,Open,8.0,17.8,40,23.4
TDMS001225,Traction Distribution,AST010090,Catenary,C00075,30.6,Catenary sag,Critical,4,5,3,29,253,4,No,Corrective,Scheduled,83.5,100.0,32,68.3
TDMS001226,Traction Distribution,AST009354,Section Insulator,C00092,73.6,Section insulator wear,High,3,5,4,0,140,2,No,Corrective,Open,25.0,88.8,50,61.9
TDMS001227,Traction Distribution,AST008693,OHE,C00043,11.8,Preventive OHE maintenance,Low,2,2,1,0,110,2,No,Preventive,Scheduled,5.0,31.8,38,25.9
TDMS001228,Traction Distribution,AST009164,Mast,C00003,66.2,Mast defect,Medium,3,2,3,70,76,2,Yes,Preventive,In Progress,100.0,37.0,38,54.0
TDMS001229,Traction Distribution,AST008812,Mast,C00068,89.5,Mast defect,Low,2,1,1,0,202,4,Yes,Preventive,Open,5.0,17.8,50,22.3
TDMS001230,Traction Distribution,AST008673,Section Insulator,C00027,113.7,Section insulator wear,Low,2,2,1,0,135,2,Yes,Preventive,Open,5.0,31.8,62,31.3
TDMS001231,Traction Distribution,AST010414,Jumper,C00073,96.1,Loose jumper,High,3,3,5,0,62,1,Yes,Corrective,Completed,25.0,60.8,16,44.3
TDMS001232,Traction Distribution,AST010502,Transformer,C00025,22.0,Transformer inspection,Medium,3,3,1,0,174,4,Yes,Inspection,Open,12.0,51.0,62,39.4
TDMS001233,Traction Distribution,AST008754,Mast,C00072,27.5,Mast defect,Low,4,2,1,0,137,2,Yes,Preventive,Open,5.0,31.8,44,27.1
TDMS001234,Traction Distribution,AST011596,Pantograph Interaction Zone,C00099,13.0,OHE wear,High,3,4,3,75,204,3,Yes,Corrective,Scheduled,100.0,74.8,40,70.3
TDMS001235,Traction Distribution,AST010688,OHE,C00095,27.6,OHE wear,Medium,2,2,1,25,183,2,Yes,Preventive,Open,49.5,37.0,32,34.5
TDMS001236,Traction Distribution,AST010236,Section Insulator,C00004,80.6,Section insulator wear,High,3,3,2,0,142,2,Yes,Corrective,Open,25.0,60.8,38,40.9
TDMS001237,Traction Distribution,AST010721,Feeder,C00068,127.4,Feeder fault,High,5,4,2,27,158,3,Yes,Corrective,Scheduled,65.5,74.8,66,62.7
TDMS001238,Traction Distribution,AST009913,OHE,C00083,22.6,OHE wear,Low,3,2,2,0,165,3,Yes,Preventive,Open,5.0,31.8,32,27.1
TDMS001239,Traction Distribution,AST010403,Pantograph Interaction Zone,C00047,19.7,OHE wear,Low,3,1,2,0,150,1,Yes,Preventive,Open,5.0,17.8,46,24.5
TDMS001240,Traction Distribution,AST010713,Transformer,C00015,42.4,Transformer inspection,Critical,4,5,4,4,298,5,Yes,Inspection,Open,46.0,100.0,54,68.5
TDMS001241,Traction Distribution,AST010733,Catenary,C00048,44.2,Catenary sag,Low,3,2,2,0,131,3,Yes,Preventive,Open,5.0,31.8,52,32.3
TDMS001242,Traction Distribution,AST010167,Section Insulator,C00096,52.0,Section insulator wear,Medium,2,2,3,0,90,2,Yes,Preventive,Scheduled,12.0,37.0,50,37.0
TDMS001243,Traction Distribution,AST009086,Catenary,C00020,46.2,Catenary sag,Low,3,2,2,0,119,3,Yes,Preventive,Deferred,5.0,31.8,68,35.5
TDMS001244,Traction Distribution,AST011733,OHE,C00002,65.0,Preventive OHE maintenance,Low,2,2,1,0,93,2,Yes,Preventive,Deferred,5.0,31.8,42,25.5
TDMS001245,Traction Distribution,AST009053,Insulator,C00084,270.3,Insulator defect,High,3,3,2,0,34,3,Yes,Corrective,Scheduled,25.0,60.8,44,42.1
TDMS001246,Traction Distribution,AST011673,Pantograph Interaction Zone,C00081,34.7,OHE wear,Medium,2,3,2,0,145,3,Yes,Preventive,Open,12.0,51.0,56,40.6
TDMS001247,Traction Distribution,AST009772,Feeder,C00021,109.7,Feeder fault,Low,3,2,2,22,163,4,Yes,Preventive,Open,38.0,31.8,36,35.2
TDMS001248,Traction Distribution,AST009874,Feeder,C00090,27.2,Feeder fault,Low,4,2,1,0,67,2,No,Preventive,Open,5.0,31.8,56,30.1
TDMS001249,Traction Distribution,AST011692,Catenary,C00065,16.1,Catenary sag,High,3,4,4,0,221,3,Yes,Corrective,Open,25.0,74.8,44,53.5
TDMS001250,Traction Distribution,AST011938,Catenary,C00087,139.3,Catenary sag,Medium,2,3,2,32,263,4,No,Preventive,Open,60.0,51.0,16,42.1
TDMS001251,Traction Distribution,AST011616,Transformer,C00080,2.6,Transformer inspection,Low,3,2,1,72,249,4,Yes,Inspection,Open,100.0,31.8,64,51.7
TDMS001252,Traction Distribution,AST011106,Transformer,C00098,1.1,Transformer inspection,High,3,3,3,70,278,3,Yes,Inspection,Scheduled,100.0,60.8,58,67.9
TDMS001253,Traction Distribution,AST008805,Pantograph Interaction Zone,C00007,149.1,OHE wear,Critical,2,5,3,0,184,4,Yes,Corrective,Open,40.0,100.0,12,54.0
TDMS001254,Traction Distribution,AST008756,Mast,C00006,19.2,Mast defect,Medium,4,3,2,0,225,3,Yes,Preventive,Completed,12.0,51.0,62,43.0
TDMS001255,Traction Distribution,AST010650,Feeder,C00003,72.6,Feeder fault,Low,4,2,2,0,136,3,Yes,Preventive,Completed,5.0,31.8,68,36.1
TDMS001256,Traction Distribution,AST011410,Jumper,C00098,3.4,Loose jumper,High,3,4,4,29,107,3,Yes,Corrective,Open,68.5,74.8,52,65.4
TDMS001257,Traction Distribution,AST011040,Feeder,C00056,29.5,Feeder fault,Medium,3,4,3,28,190,5,No,Preventive,Open,54.0,65.0,30,53.1
TDMS001258,Traction Distribution,AST008813,Jumper,C00049,75.9,Loose jumper,Low,2,2,1,0,31,2,Yes,Preventive,Completed,5.0,31.8,68,33.1
TDMS001259,Traction Distribution,AST008823,Jumper,C00019,86.7,Loose jumper,Low,1,1,2,0,108,4,Yes,Preventive,In Progress,5.0,17.8,52,26.3
