asset_id,asset_type,department,corridor_id,location_km,installation_year,asset_age_years,condition_score_1_5,criticality_1_5,last_maintenance_date,next_due_date,failure_history_count,availability_pct,operational_dependency,active_status
AST010696,Catenary,Traction Distribution,C00081,25.7,2006,19,4,4,2024-01-13,2024-10-01,5,95.7,High,Active
AST010697,Feeder,Traction Distribution,C00088,83.1,1975,50,4,3,2025-05-28,2026-03-17,9,92.9,Medium,Active
AST010698,Catenary,Traction Distribution,C00021,92.1,2004,21,4,2,2025-04-12,2026-04-07,1,95.1,Low,Active
AST010699,Insulator,Traction Distribution,C00005,33.6,2021,4,5,3,2024-06-29,2025-05-29,1,99.6,Medium,Active
AST010700,Insulator,Traction Distribution,C00025,399.1,2008,17,5,4,2025-04-02,2025-11-27,3,97.9,High,Active
AST010701,Section Insulator,Traction Distribution,C00028,15.9,2010,15,4,2,2024-06-11,2025-06-17,3,96.0,Low,Active
AST010702,Transformer,Traction Distribution,C00062,18.8,2013,12,3,2,2024-08-19,2025-07-18,3,95.4,Low,Active
AST010703,Insulator,Traction Distribution,C00074,13.5,2019,6,4,3,2024-12-09,2025-08-02,1,97.8,Medium,Active
AST010704,Catenary,Traction Distribution,C00083,63.7,2024,1,4,2,2024-05-25,2025-05-19,0,99.0,Low,Active
AST010705,OHE,Traction Distribution,C00019,108.4,2004,21,4,4,2024-01-03,2024-07-07,1,96.7,High,Active
AST010706,Section Insulator,Traction Distribution,C00082,109.8,2015,10,4,5,2025-04-23,2025-12-20,2,96.8,High,Active
AST010707,Catenary,Traction Distribution,C00031,42.6,2007,18,5,2,2024-01-21,2024-10-30,5,96.5,Low,Active
AST010708,Catenary,Traction Distribution,C00023,36.0,1983,42,4,4,2024-11-09,2025-06-21,7,92.7,High,Active
AST010709,OHE,Traction Distribution,C00040,76.5,2005,20,5,3,2025-06-07,2026-04-01,5,96.8,Medium,Active
AST010710,Transformer,Traction Distribution,C00062,45.2,2015,10,3,4,2025-01-29,2025-08-05,5,96.0,High,Active
AST010711,Jumper,Traction Distribution,C00071,11.1,2004,21,5,3,2025-04-20,2025-11-29,3,96.9,Medium,Active
AST010712,Catenary,Traction Distribution,C00048,5.5,2011,14,4,3,2024-10-22,2025-07-11,7,96.1,Medium,Active
AST010713,Transformer,Traction Distribution,C00015,42.4,2007,18,5,4,2025-05-18,2025-12-06,3,98.2,High,Active
AST010714,Section Insulator,Traction Distribution,C00030,37.7,2014,11,5,2,2025-01-01,2025-11-17,2,97.2,Low,Active
AST010715,Mast,Traction Distribution,C00009,89.9,1997,28,3,4,2025-05-19,2026-01-26,7,94.1,High,Active
AST010716,Section Insulator,Traction Distribution,C00077,8.9,2003,22,5,3,2024-05-04,2025-03-22,3,97.0,Medium,Active
AST010717,Transformer,Traction Distribution,C00077,16.7,2017,8,5,4,2024-10-15,2025-04-08,2,97.8,High,Active
AST010718,Feeder,Traction Distribution,C00037,40.8,2016,9,5,4,2025-06-08,2026-01-20,3,97.7,High,Active
AST010719,Transformer,Traction Distribution,C00065,10.3,1983,42,3,3,2024-10-26,2025-06-29,9,92.4,Medium,Active
AST010720,OHE,Traction Distribution,C00091,125.7,1991,34,3,4,2024-05-28,2024-11-17,6,93.4,High,Active
AST010721,Feeder,Traction Distribution,C00068,127.4,2016,9,4,5,2025-03-20,2025-11-12,3,97.2,High,Active
AST010722,OHE,Traction Distribution,C00051,21.0,2023,2,4,3,2025-03-04,2025-10-15,5,98.4,Medium,Active
AST010723,Insulator,Traction Distribution,C00056,0.9,2009,16,4,2,2025-01-08,2025-10-26,2,97.0,Low,Active
AST010724,Insulator,Traction Distribution,C00035,48.1,2003,22,4,4,2025-04-01,2025-12-27,5,95.5,High,Active
AST010725,Catenary,Traction Distribution,C00055,20.7,2022,3,5,3,2025-04-08,2025-12-16,1,99.1,Medium,Active
AST010726,Catenary,Traction Distribution,C00078,25.7,1986,39,2,2,2024-11-21,2025-09-02,10,91.5,Low,Active
AST010727,Feeder,Traction Distribution,C00051,59.0,2006,19,4,3,2025-04-28,2026-02-23,3,95.5,Medium,Active
AST010728,Section Insulator,Traction Distribution,C00056,4.9,1978,47,3,3,2025-02-19,2025-11-09,12,92.0,Medium,Active
AST010729,Jumper,Traction Distribution,C00027,34.3,2019,6,4,3,2024-05-05,2025-02-14,2,97.3,Medium,Decommissioned
AST010730,Transformer,Traction Distribution,C00058,26.9,2010,15,4,4,2025-02-28,2025-11-26,5,97.4,High,Active
AST010731,Mast,Traction Distribution,C00068,27.1,2013,12,5,4,2025-05-12,2026-02-07,1,98.2,High,Active
AST010732,Catenary,Traction Distribution,C00002,14.0,2004,21,3,2,2025-01-28,2025-11-29,3,93.9,Low,Active
AST010733,Catenary,Traction Distribution,C00048,44.2,2018,7,4,4,2025-02-12,2025-10-31,2,98.1,High,Active
AST010734,Pantograph Interaction Zone,Traction Distribution,C00077,64.6,2022,3,4,2,2025-04-16,2026-03-23,4,97.5,Low,Active
AST010735,Jumper,Traction Distribution,C00062,36.2,2012,13,5,2,2025-02-26,2025-12-30,0,97.6,Low,Active
AST010736,Mast,Traction Distribution,C00014,19.7,1987,38,2,3,2025-02-07,2025-12-18,12,90.9,Medium,Active
AST010737,Section Insulator,Traction Distribution,C00048,51.7,2012,13,3,4,2025-03-15,2026-02-04,9,95.4,High,Active
AST010738,OHE,Traction Distribution,C00093,7.8,2005,20,4,3,2025-04-19,2026-01-02,6,95.3,Medium,Active
AST010739,Section Insulator,Traction Distribution,C00061,3.8,2009,16,4,4,2024-12-24,2025-08-10,4,97.1,High,Active
AST010740,Feeder,Traction Distribution,C00080,19.7,1984,41,4,2,2025-05-23,2026-02-10,5,93.7,Low,Active
AST010741,OHE,Traction Distribution,C00004,60.3,1979,46,2,3,2024-03-07,2024-09-27,9,90.8,Medium,Active
AST010742,Jumper,Traction Distribution,C00033,56.0,1978,47,2,3,2024-03-22,2025-02-12,10,90.4,Medium,Decommissioned
AST010743,OHE,Traction Distribution,C00074,5.9,1991,34,4,2,2025-06-10,2026-04-21,4,95.2,Low,Active
AST010744,Catenary,Traction Distribution,C00066,44.6,2021,4,4,2,2025-05-20,2026-03-18,4,98.7,Low,Active
AST010745,Feeder,Traction Distribution,C00012,112.3,2014,11,4,2,2025-03-28,2026-01-29,3,97.4,Low,Active
AST010746,Insulator,Traction Distribution,C00066,42.6,2023,2,4,1,2025-01-11,2025-10-27,2,98.7,Low,Active
AST010747,Pantograph Interaction Zone,Traction Distribution,C00090,75.3,2011,14,4,5,2025-01-18,2025-08-09,2,96.9,High,Active
AST010748,OHE,Traction Distribution,C00056,17.4,2020,5,5,2,2024-05-13,2025-03-06,2,99.1,Low,Active
AST010749,OHE,Traction Distribution,C00026,382.4,1995,30,4,4,2025-04-13,2025-10-14,2,93.9,High,Active
AST010750,Jumper,Traction Distribution,C00022,24.4,2004,21,2,2,2024-11-21,2025-12-11,7,93.6,Low,Active
AST010751,Feeder,Traction Distribution,C00050,1.3,2014,11,5,4,2024-10-26,2025-07-27,0,99.1,High,Decommissioned
AST010752,Mast,Traction Distribution,C00065,21.6,2014,11,4,3,2025-02-06,2025-11-11,5,97.1,Medium,Active
AST010753,OHE,Traction Distribution,C00040,73.0,2017,8,5,2,2025-04-11,2026-03-29,0,98.7,Low,Active
AST010754,Mast,Traction Distribution,C00064,84.6,1995,30,2,3,2024-10-21,2025-08-17,8,91.9,Medium,Active
AST010755,Insulator,Traction Distribution,C00042,13.7,2022,3,5,2,2025-05-05,2026-04-25,2,99.6,Low,Active
AST010756,Pantograph Interaction Zone,Traction Distribution,C00041,20.2,1996,29,4,2,2025-05-10,2026-05-24,2,95.6,Low,Active
AST010757,Catenary,Traction Distribution,C00051,6.9,2017,8,5,4,2025-05-31,2026-02-19,3,97.9,High,Active
AST010758,Feeder,Traction Distribution,C00072,23.9,2022,3,4,1,2024-12-24,2025-11-16,0,98.1,Low,Active
AST010759,Transformer,Traction Distribution,C00036,6.4,2017,8,4,2,2024-10-07,2025-07-26,4,96.9,Low,Active
AST010760,Feeder,Traction Distribution,C00058,14.4,2022,3,5,4,2024-11-06,2025-08-04,0,98.7,High,Active
AST010761,Transformer,Traction Distribution,C00082,38.5,2015,10,5,4,2024-01-07,2024-09-06,1,99.3,High,Active
AST010762,Transformer,Traction Distribution,C00074,3.2,2024,1,5,2,2025-05-21,2026-03-28,1,99.3,Low,Active
AST010763,Jumper,Traction Distribution,C00023,18.1,2000,25,5,4,2025-06-01,2025-12-14,5,96.8,High,Active
AST010764,Feeder,Traction Distribution,C00057,4.4,2020,5,5,2,2025-06-13,2026-04-14,2,99.1,Low,Active
AST010765,Transformer,Traction Distribution,C00084,297.3,2010,15,4,4,2025-01-23,2025-08-25,2,96.0,High,Active
AST010766,Insulator,Traction Distribution,C00067,77.5,2016,9,5,2,2025-03-20,2026-02-02,2,98.7,Low,Active
AST010767,Feeder,Traction Distribution,C00054,28.1,1995,30,4,2,2024-10-14,2025-10-10,9,94.4,Low,Active
AST010768,Pantograph Interaction Zone,Traction Distribution,C00084,47.8,2013,12,5,3,2025-06-13,2026-03-26,0,97.6,Medium,Active
AST010769,OHE,Traction Distribution,C00011,74.5,2021,4,5,4,2024-11-10,2025-07-18,1,98.7,High,Active
AST010770,Pantograph Interaction Zone,Traction Distribution,C00027,110.2,2011,14,5,4,2025-03-09,2025-11-17,1,98.6,High,Active
AST010771,Jumper,Traction Distribution,C00076,100.6,2015,10,5,4,2025-06-11,2025-12-28,3,99.2,High,Active
AST010772,Mast,Traction Distribution,C00070,13.7,2014,11,4,2,2025-04-18,2026-03-12,3,96.7,Low,Active
AST010773,Catenary,Traction Distribution,C00029,100.8,2018,7,4,3,2025-04-09,2026-01-16,3,96.6,Medium,Active
AST010774,Transformer,Traction Distribution,C00039,17.1,2023,2,4,4,2025-05-07,2025-12-01,4,98.9,High,Decommissioned
AST010775,Mast,Traction Distribution,C00057,110.9,2011,14,4,2,2024-04-02,2025-02-09,2,97.2,Low,Active
AST010776,Section Insulator,Traction Distribution,C00095,30.6,2012,13,4,2,2025-03-13,2026-01-24,5,97.2,Low,Active
AST010777,Feeder,Traction Distribution,C00012,42.7,2006,19,4,1,2024-07-16,2025-04-22,3,96.3,Low,Active
AST010778,OHE,Traction Distribution,C00078,73.0,2004,21,4,1,2024-07-28,2025-07-28,3,96.2,Low,Active
AST010779,Catenary,Traction Distribution,C00091,183.2,1990,35,3,5,2024-12-21,2025-08-16,8,93.2,High,Active
AST010780,Jumper,Traction Distribution,C00012,54.9,2000,25,4,2,2025-04-07,2026-03-21,4,95.4,Low,Active
AST010781,Section Insulator,Traction Distribution,C00079,38.9,1975,50,3,2,2025-03-16,2026-03-17,8,91.2,Low,Active
AST010782,Pantograph Interaction Zone,Traction Distribution,C00030,69.5,2023,2,4,3,2025-03-19,2025-11-15,2,97.6,Medium,Active
AST010783,Insulator,Traction Distribution,C00084,29.3,2012,13,4,1,2025-01-21,2026-01-19,3,95.9,Low,Active
AST010784,Catenary,Traction Distribution,C00078,106.9,1978,47,3,1,2024-05-21,2025-06-06,9,92.1,Low,Active
AST010785,OHE,Traction Distribution,C00004,62.5,1978,47,2,4,2024-09-13,2025-04-14,12,89.8,High,Active
AST010786,Feeder,Traction Distribution,C00091,183.3,2024,1,4,4,2025-03-06,2025-11-13,4,97.2,High,Active
AST010787,Transformer,Traction Distribution,C00048,37.7,1987,38,3,3,2024-03-29,2024-12-05,7,92.1,Medium,Active
AST010788,Feeder,Traction Distribution,C00019,59.0,2017,8,5,4,2025-06-15,2026-03-10,1,98.8,High,Active
AST010789,Pantograph Interaction Zone,Traction Distribution,C00002,103.2,2017,8,5,4,2025-05-24,2025-12-05,1,98.7,High,Active
AST010790,Feeder,Traction Distribution,C00029,11.4,2013,12,4,4,2024-02-09,2024-11-04,2,97.5,High,Active
AST010791,Catenary,Traction Distribution,C00063,64.2,2017,8,5,2,2025-03-27,2026-03-08,2,98.0,Low,Active
AST010792,Insulator,Traction Distribution,C00063,43.5,1982,43,3,3,2025-03-21,2025-10-28,10,91.0,Medium,Active
AST010793,Transformer,Traction Distribution,C00089,46.5,2024,1,5,2,2025-05-24,2026-02-01,2,99.7,Low,Active
AST010794,Insulator,Traction Distribution,C00049,45.9,2015,10,4,3,2024-12-25,2025-07-09,3,97.4,Medium,Active
AST010795,OHE,Traction Distribution,C00044,10.0,2014,11,5,3,2024-12-14,2025-08-22,2,98.2,Medium,Active
AST010796,Mast,Traction Distribution,C00028,27.1,1996,29,3,4,2025-01-19,2025-10-11,7,93.7,High,Active
AST010797,OHE,Traction Distribution,C00012,112.9,2021,4,3,2,2025-06-11,2026-05-28,6,97.0,Low,Active
AST010798,OHE,Traction Distribution,C00083,27.3,2019,6,5,3,2025-02-09,2025-10-25,2,98.2,Medium,Active
AST010799,Pantograph Interaction Zone,Traction Distribution,C00016,70.8,1992,33,2,4,2025-05-05,2025-12-13,7,91.1,High,Active
AST010800,Insulator,Traction Distribution,C00100,7.1,2023,2,5,3,2025-06-15,2026-03-02,0,99.7,Medium,Active
AST010801,Section Insulator,Traction Distribution,C00095,65.0,2004,21,4,3,2025-02-09,2025-11-17,3,94.9,Medium,Active
AST010802,Feeder,Traction Distribution,C00011,100.7,2013,12,4,5,2025-02-25,2025-10-25,5,97.8,High,Active
AST010803,Transformer,Traction Distribution,C00085,227.8,1975,50,4,3,2024-04-16,2025-01-20,7,92.5,Medium,Decommissioned
AST010804,OHE,Traction Distribution,C00011,289.5,2001,24,4,5,2024-06-25,2025-01-10,4,95.9,High,Active
AST010805,OHE,Traction Distribution,C00046,2.1,2016,9,5,4,2024-04-05,2024-12-22,2,97.5,High,Active
AST010806,Catenary,Traction Distribution,C00050,56.5,2016,9,4,3,2025-04-02,2025-12-26,3,97.0,Medium,Active
AST010807,Jumper,Traction Distribution,C00017,3.6,1995,30,4,3,2025-05-05,2026-03-26,8,94.5,Medium,Active
AST010808,Feeder,Traction Distribution,C00037,27.2,2004,21,4,4,2025-06-16,2026-01-13,4,95.9,High,Active
AST010809,Jumper,Traction Distribution,C00017,2.4,2019,6,5,4,2025-05-07,2026-01-08,2,99.4,High,Active
AST010810,Transformer,Traction Distribution,C00098,2.2,2009,16,3,3,2024-04-04,2024-11-13,6,94.7,Medium,Active
AST010811,Section Insulator,Traction Distribution,C00094,0.6,2016,9,4,3,2025-06-16,2026-05-21,2,97.9,Medium,Active
AST010812,Transformer,Traction Distribution,C00046,12.4,2012,13,4,4,2024-11-29,2025-07-15,2,96.0,High,Active
AST010813,Pantograph Interaction Zone,Traction Distribution,C00081,71.0,2016,9,4,1,2024-07-28,2025-07-21,2,97.3,Low,Active
AST010814,Pantograph Interaction Zone,Traction Distribution,C00081,58.3,1978,47,2,2,2025-02-19,2026-01-22,11,90.7,Low,Active
AST010815,Insulator,Traction Distribution,C00091,84.0,2017,8,4,4,2025-02-04,2025-08-31,2,98.0,High,Active
AST010816,Section Insulator,Traction Distribution,C00046,17.4,2012,13,4,4,2024-12-23,2025-09-07,5,96.8,High,Active
AST010817,Mast,Traction Distribution,C00039,3.7,1991,34,4,3,2024-10-23,2025-07-27,4,95.0,Medium,Active
AST010818,Jumper,Traction Distribution,C00096,131.1,2022,3,4,3,2025-04-23,2025-12-13,3,98.1,Medium,Active
AST010819,Mast,Traction Distribution,C00089,72.9,2020,5,5,4,2024-03-07,2024-10-22,0,99.8,High,Active
AST010820,Section Insulator,Traction Distribution,C00055,9.6,1997,28,5,2,2025-05-12,2026-03-06,2,95.9,Low,Active
AST010821,Catenary,Traction Distribution,C00070,12.7,2019,6,5,2,2025-05-26,2026-03-25,0,98.8,Low,Active
AST010822,Feeder,Traction Distribution,C00048,81.4,2015,10,4,4,2024-08-29,2025-05-01,4,98.1,High,Active
AST010823,Transformer,Traction Distribution,C00097,9.5,2004,21,3,3,2025-03-01,2026-02-13,6,94.2,Medium,Active
AST010824,Insulator,Traction Distribution,C00036,35.4,1977,48,5,5,2024-05-28,2024-11-29,6,94.0,High,Active
AST010825,Feeder,Traction Distribution,C00043,4.1,1993,32,4,4,2025-04-11,2025-11-05,4,95.4,High,Active
AST010826,Transformer,Traction Distribution,C00061,22.2,1987,38,2,3,2025-01-11,2025-11-17,8,90.4,Medium,Active
AST010827,Feeder,Traction Distribution,C00073,95.0,1994,31,1,3,2025-04-14,2026-02-06,12,91.6,Medium,Active
AST010828,Feeder,Traction Distribution,C00060,35.3,2012,13,4,3,2024-09-25,2025-05-04,2,97.7,Medium,Active
AST010829,Mast,Traction Distribution,C00062,30.0,2013,12,3,3,2025-06-10,2026-03-27,4,95.7,Medium,Active
AST010830,Catenary,Traction Distribution,C00052,43.3,2024,1,4,2,2025-05-26,2026-04-14,4,97.7,Low,Active
AST010831,Transformer,Traction Distribution,C00094,80.7,2017,8,4,2,2024-02-12,2024-10-27,3,96.5,Low,Active
AST010832,Insulator,Traction Distribution,C00052,190.3,1999,26,4,2,2024-07-14,2025-05-13,4,94.7,Low,Active
AST010833,Insulator,Traction Distribution,C00082,94.5,2016,9,5,4,2025-05-28,2026-02-14,2,98.2,High,Active
AST010834,Transformer,Traction Distribution,C00013,128.9,2010,15,5,2,2025-03-24,2025-12-10,1,98.2,Low,Active
AST010835,OHE,Traction Distribution,C00017,3.5,2016,9,4,2,2024-12-27,2025-12-27,2,97.2,Low,Active
AST010836,Feeder,Traction Distribution,C00077,29.8,2022,3,5,3,2025-05-25,2026-01-10,2,99.4,Medium,Active
AST010837,Mast,Traction Distribution,C00048,75.7,2022,3,4,3,2024-10-24,2025-07-17,2,97.9,Medium,Active
AST010838,Feeder,Traction Distribution,C00068,127.5,2001,24,3,3,2024-03-30,2025-01-19,8,94.9,Medium,Active
AST010839,Feeder,Traction Distribution,C00054,10.4,1983,42,3,2,2024-10-08,2025-09-05,6,92.4,Low,Active
AST010840,Transformer,Traction Distribution,C00088,56.3,2011,14,5,4,2024-10-31,2025-06-22,3,98.3,High,Active
AST010841,Transformer,Traction Distribution,C00086,53.7,2019,6,5,3,2024-02-02,2024-11-02,0,98.9,Medium,Active
AST010842,Section Insulator,Traction Distribution,C00054,36.0,2012,13,4,3,2025-06-02,2026-02-19,5,97.2,Medium,Active
AST010843,OHE,Traction Distribution,C00051,50.6,2019,6,5,3,2025-06-04,2026-06-06,1,98.4,Medium,Active
AST010844,Feeder,Traction Distribution,C00036,14.2,2008,17,4,2,2025-01-18,2025-12-28,3,96.9,Low,Active
AST010845,Mast,Traction Distribution,C00072,17.8,2016,9,4,3,2025-05-17,2026-05-31,3,98.0,Medium,Active
AST010846,Catenary,Traction Distribution,C00055,99.6,2019,6,4,4,2024-01-26,2024-08-04,2,98.4,High,Active
AST010847,Feeder,Traction Distribution,C00098,2.6,2019,6,5,2,2025-05-03,2026-04-11,3,99.3,Low,Active
AST010848,Pantograph Interaction Zone,Traction Distribution,C00038,4.2,2007,18,4,3,2025-04-27,2026-03-21,4,96.6,Medium,Active
AST010849,Insulator,Traction Distribution,C00048,102.3,2008,17,4,5,2024-11-21,2025-06-18,4,95.4,High,Active
AST010850,Transformer,Traction Distribution,C00004,67.8,2017,8,5,3,2025-01-13,2025-12-09,0,98.4,Medium,Active
AST010851,Catenary,Traction Distribution,C00088,32.5,1990,35,4,3,2025-06-15,2026-07-12,8,95.0,Medium,Active
AST010852,Section Insulator,Traction Distribution,C00016,28.8,2013,12,5,3,2024-12-24,2025-11-20,0,97.8,Medium,Active
AST010853,Section Insulator,Traction Distribution,C00078,118.6,1986,39,3,1,2024-12-01,2025-11-27,7,91.7,Low,Active
AST010854,Insulator,Traction Distribution,C00048,81.0,1989,36,3,3,2025-05-25,2026-01-23,9,92.9,Medium,Active
AST010855,Section Insulator,Traction Distribution,C00043,12.9,1997,28,4,4,2025-01-26,2025-08-25,4,95.6,High,Active
AST010856,Pantograph Interaction Zone,Traction Distribution,C00045,168.4,2009,16,4,3,2024-04-23,2025-01-15,1,97.3,Medium,Active
AST010857,Insulator,Traction Distribution,C00050,1.4,2002,23,5,3,2024-10-23,2025-08-11,5,96.7,Medium,Active
AST010858,Transformer,Traction Distribution,C00012,42.6,2021,4,4,2,2024-12-04,2025-12-22,3,97.0,Low,Active
AST010859,Feeder,Traction Distribution,C00035,86.8,2007,18,4,3,2025-06-07,2026-03-15,2,95.9,Medium,Active
AST010860,Jumper,Traction Distribution,C00039,18.7,2023,2,4,3,2025-06-03,2026-02-19,1,98.1,Medium,Decommissioned
AST010861,Mast,Traction Distribution,C00099,4.4,2024,1,5,3,2025-06-04,2026-01-16,2,98.6,Medium,Active
AST010862,Pantograph Interaction Zone,Traction Distribution,C00032,24.1,2021,4,5,2,2024-03-21,2025-01-31,1,99.2,Low,Active
AST010863,Catenary,Traction Distribution,C00017,4.6,2017,8,4,4,2025-04-22,2025-10-09,1,97.0,High,Active
AST010864,Insulator,Traction Distribution,C00006,15.8,2010,15,3,4,2025-01-20,2025-09-02,6,96.0,High,Active
AST010865,Jumper,Traction Distribution,C00028,124.7,1982,43,2,3,2025-06-01,2026-01-06,10,90.7,Medium,Active
AST010866,Catenary,Traction Distribution,C00024,33.5,2013,12,4,1,2024-06-08,2025-06-29,6,97.0,Low,Active
AST010867,Feeder,Traction Distribution,C00011,0.6,2020,5,5,5,2025-04-21,2025-08-22,3,98.4,High,Active
AST010868,Insulator,Traction Distribution,C00021,77.3,1999,26,5,1,2025-05-14,2026-06-12,4,96.3,Low,Active
AST010869,Catenary,Traction Distribution,C00056,3.4,2024,1,4,1,2025-05-17,2026-06-02,2,98.9,Low,Active
AST010870,Pantograph Interaction Zone,Traction Distribution,C00010,53.4,2021,4,4,3,2024-08-06,2025-05-01,1,97.2,Medium,Active
AST010871,Catenary,Traction Distribution,C00078,118.4,1978,47,5,1,2024-07-10,2025-06-14,7,94.4,Low,Active
AST010872,Insulator,Traction Distribution,C00013,101.9,1991,34,3,2,2024-04-01,2025-02-24,8,92.1,Low,Active
AST010873,Insulator,Traction Distribution,C00018,24.9,2006,19,4,3,2025-05-14,2026-04-14,2,96.4,Medium,Active
AST010874,OHE,Traction Distribution,C00100,9.0,2023,2,4,2,2024-12-17,2025-09-21,1,98.5,Low,Active
AST010875,Section Insulator,Traction Distribution,C00069,10.7,2018,7,5,4,2025-05-31,2026-01-06,1,98.9,High,Active
AST010876,Insulator,Traction Distribution,C00013,135.3,2010,15,5,4,2024-06-26,2025-02-27,4,98.0,High,Active
AST010877,Insulator,Traction Distribution,C00040,50.8,1997,28,4,3,2025-06-08,2026-04-13,6,94.4,Medium,Active
AST010878,Section Insulator,Traction Distribution,C00088,37.8,2001,24,3,4,2025-02-04,2025-09-12,6,94.2,High,Active
AST010879,OHE,Traction Distribution,C00081,36.1,2011,14,4,1,2025-04-12,2026-03-06,2,97.4,Low,Active
AST010880,OHE,Traction Distribution,C00082,66.5,2019,6,4,2,2025-02-27,2025-12-17,2,97.3,Low,Active
AST010881,Section Insulator,Traction Distribution,C00005,115.6,2023,2,3,3,2025-04-07,2026-02-01,3,96.0,Medium,Active
AST010882,OHE,Traction Distribution,C00024,94.9,2021,4,5,3,2025-04-16,2026-02-05,3,98.1,Medium,Active
AST010883,Jumper,Traction Distribution,C00023,28.1,2023,2,5,4,2025-04-25,2026-04-01,0,98.8,High,Active
AST010884,Insulator,Traction Distribution,C00047,24.7,2008,17,4,3,2024-11-27,2025-07-16,5,96.6,Medium,Decommissioned
AST010885,Jumper,Traction Distribution,C00072,4.1,2007,18,3,3,2024-01-18,2024-10-25,3,94.2,Medium,Active
AST010886,Jumper,Traction Distribution,C00069,32.5,2007,18,5,2,2025-06-11,2026-04-30,3,97.8,Low,Active
AST010887,Transformer,Traction Distribution,C00075,17.9,1983,42,3,1,2024-10-20,2025-08-13,8,91.3,Low,Active
AST010888,Catenary,Traction Distribution,C00037,54.7,2017,8,3,5,2025-05-05,2026-01-01,3,96.9,High,Active
AST010889,Insulator,Traction Distribution,C00083,36.2,2000,25,4,3,2025-04-07,2026-01-31,3,94.3,Medium,Active
AST010890,Pantograph Interaction Zone,Traction Distribution,C00034,29.1,2015,10,4,2,2025-06-04,2026-06-21,5,98.0,Low,Active
AST010891,Mast,Traction Distribution,C00052,64.0,1980,45,4,3,2025-04-29,2026-01-24,7,92.5,Medium,Active
AST010892,OHE,Traction Distribution,C00007,51.0,2016,9,5,3,2025-05-05,2026-03-10,2,98.2,Medium,Active
AST010893,Mast,Traction Distribution,C00030,96.1,2023,2,5,3,2025-02-26,2025-11-22,1,98.6,Medium,Active
AST010894,Insulator,Traction Distribution,C00098,0.1,1995,30,4,4,2025-06-04,2025-09-17,4,94.0,High,Active
AST010895,Catenary,Traction Distribution,C00038,45.3,2016,9,5,3,2025-03-19,2025-11-07,2,98.6,Medium,Active
AST010896,Mast,Traction Distribution,C00012,18.2,2011,14,4,2,2025-05-15,2026-03-14,1,96.2,Low,Active
AST010897,OHE,Traction Distribution,C00049,94.9,2010,15,4,4,2025-05-04,2025-12-17,4,97.0,High,Active
AST010898,Jumper,Traction Distribution,C00075,3.9,1986,39,3,2,2025-05-25,2026-03-07,7,92.6,Low,Active
AST010899,Insulator,Traction Distribution,C00011,295.7,2012,13,4,5,2024-11-19,2025-08-05,1,96.2,High,Active
AST010900,Section Insulator,Traction Distribution,C00080,62.4,2001,24,4,3,2025-04-04,2025-12-30,5,96.0,Medium,Active
AST010901,Catenary,Traction Distribution,C00064,16.9,2005,20,4,4,2025-06-03,2026-02-20,3,95.2,High,Active
AST010902,Transformer,Traction Distribution,C00030,2.9,2020,5,5,2,2025-05-27,2026-02-22,0,99.3,Low,Active
AST010903,OHE,Traction Distribution,C00097,0.6,2011,14,4,3,2024-04-28,2024-12-28,3,96.4,Medium,Active
AST010904,Transformer,Traction Distribution,C00057,23.8,2000,25,3,3,2024-11-04,2025-10-21,7,93.7,Medium,Active
AST010905,Section Insulator,Traction Distribution,C00045,159.3,2010,15,4,4,2024-10-23,2025-09-23,3,97.3,High,Active
AST010906,Pantograph Interaction Zone,Traction Distribution,C00007,101.6,2013,12,4,4,2024-10-25,2025-06-27,3,97.7,High,Active
AST010907,Transformer,Traction Distribution,C00086,95.1,2023,2,5,3,2024-08-25,2025-03-11,0,99.8,Medium,Active
AST010908,Jumper,Traction Distribution,C00078,49.8,2014,11,4,2,2025-01-16,2026-01-02,6,96.1,Low,Active
AST010909,Transformer,Traction Distribution,C00043,2.3,2013,12,4,2,2025-05-16,2026-05-14,5,97.2,Low,Active
AST010910,Transformer,Traction Distribution,C00023,32.1,2016,9,4,5,2025-04-13,2025-10-29,4,96.6,High,Active
AST010911,Mast,Traction Distribution,C00013,47.0,2000,25,3,2,2025-02-18,2026-01-28,5,94.4,Low,Active
AST010912,Insulator,Traction Distribution,C00019,13.4,2009,16,3,4,2025-04-28,2026-02-07,6,96.0,High,Active
AST010913,Catenary,Traction Distribution,C00080,51.2,1975,50,4,2,2025-04-19,2026-03-12,8,92.0,Low,Active
AST010914,Section Insulator,Traction Distribution,C00065,30.1,2023,2,4,3,2025-05-17,2026-02-18,6,97.7,Medium,Active
AST010915,Insulator,Traction Distribution,C00013,1.0,2013,12,4,3,2025-04-18,2025-12-18,0,96.9,Medium,Decommissioned
AST010916,Catenary,Traction Distribution,C00009,32.4,1997,28,4,1,2024-05-20,2025-04-18,5,94.3,Low,Active
AST010917,Mast,Traction Distribution,C00023,34.0,2022,3,5,3,2025-01-12,2025-11-01,2,99.7,Medium,Active
AST010918,Pantograph Interaction Zone,Traction Distribution,C00016,51.6,2014,11,4,5,2024-02-17,2024-08-31,2,97.6,High,Active
AST010919,Insulator,Traction Distribution,C00006,14.6,2024,1,3,2,2024-11-12,2025-09-17,2,96.5,Low,Active
AST010920,Transformer,Traction Distribution,C00012,114.4,1995,30,4,2,2025-04-14,2026-04-14,5,94.1,Low,Active
