task_id,asset_id,asset_type,corridor_id,location_km,defect_or_task,defect_category,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,weather_sensitive,possession_required,status
TMS005461,AST004003,Bridge,C00091,38.7,Sleeper damage,Sleeper Defect,Low,3,2,1,2025-06-15,2025-08-01,0,46,3,Preventive,No,Yes,Open
TMS005462,AST000528,Weld,C00014,0.5,Gauge defect,Track Geometry,Low,3,2,2,2025-05-18,2025-06-30,1,151,3,Preventive,No,Yes,Scheduled
TMS005463,AST000786,Track,C00092,72.3,Rail wear,Rail Defect,Low,1,2,2,2025-06-30,2025-08-26,0,113,5,Preventive,No,Yes,Scheduled
TMS005464,AST004933,Switch,C00065,60.7,Corrective maintenance,Corrective,Low,3,2,2,2025-04-22,2025-05-31,31,230,4,Corrective,No,Yes,Open
TMS005465,AST004688,Ballast,C00052,203.5,Gauge defect,Track Geometry,Medium,1,2,1,2025-03-01,2025-03-31,92,107,2,Preventive,No,Yes,Open
TMS005466,AST002052,Track,C00017,4.3,Gauge defect,Track Geometry,Low,2,2,1,2025-06-26,2025-08-10,0,153,4,Preventive,No,Yes,Scheduled
TMS005467,AST002683,Turnout,C00089,12.1,Sleeper damage,Sleeper Defect,Medium,3,3,2,2025-05-28,2025-06-18,13,61,1,Preventive,No,Yes,Deferred
TMS005468,AST001176,Rail,C00069,16.5,Alignment defect,Track Geometry,Low,2,2,1,2025-06-26,2025-08-06,0,223,5,Preventive,No,Yes,Open
TMS005469,AST003794,Bridge,C00041,29.4,Rail wear,Rail Defect,High,3,3,2,2025-05-07,2025-05-21,41,179,5,Corrective,No,Yes,Open
TMS005470,AST002493,Crossing,C00030,20.1,Scheduled inspection,Inspection,Critical,2,5,2,2025-06-23,2025-06-28,3,86,2,Inspection,No,Yes,Scheduled
TMS005471,AST003888,Rail,C00007,101.5,Turnout wear,Turnout/Switch Defect,High,3,3,3,2025-05-23,2025-06-02,29,187,5,Corrective,Yes,No,In Progress
TMS005472,AST000139,Weld,C00071,23.4,Turnout wear,Turnout/Switch Defect,Critical,4,4,2,2025-05-10,2025-05-14,48,220,3,Corrective,Yes,Yes,Deferred
TMS005473,AST000927,Sleeper,C00032,3.3,Corrective maintenance,Corrective,Critical,3,5,3,2025-06-30,2025-07-05,0,326,5,Corrective,No,Yes,Open
TMS005474,AST004756,Ballast,C00015,28.0,Drainage issue,Drainage,Medium,2,4,2,2025-06-28,2025-07-22,0,55,2,Preventive,Yes,Yes,Completed
TMS005475,AST000480,Rail,C00074,16.9,Rail crack,Rail Defect,Low,3,2,1,2025-06-17,2025-08-15,0,190,3,Preventive,Yes,Yes,Scheduled
TMS005476,AST000682,Crossing,C00027,33.3,Alignment defect,Track Geometry,Medium,2,3,3,2025-05-27,2025-06-21,0,140,4,Preventive,Yes,Yes,Completed
TMS005477,AST002903,Track,C00046,15.8,Alignment defect,Track Geometry,High,4,5,3,2025-06-20,2025-07-02,0,169,3,Corrective,Yes,No,Open
TMS005478,AST001995,Track,C00077,26.9,Alignment defect,Track Geometry,Low,2,2,1,2025-05-07,2025-06-26,5,187,6,Preventive,Yes,Yes,Open
TMS005479,AST002209,Track,C00031,5.9,Scheduled inspection,Inspection,Low,1,3,1,2025-06-16,2025-07-17,0,55,3,Inspection,No,Yes,Open
TMS005480,AST004239,Ballast,C00035,113.2,Ballast deficiency,Ballast Defect,High,4,3,4,2025-06-27,2025-07-10,0,221,5,Corrective,Yes,Yes,Deferred
TMS005481,AST001047,Ballast,C00052,144.3,Preventive maintenance,Preventive,Medium,3,2,2,2025-02-18,2025-03-13,110,114,5,Preventive,No,Yes,Scheduled
TMS005482,AST002743,Ballast,C00076,114.6,Weld defect,Rail Defect,High,3,4,3,2025-06-21,2025-07-05,0,143,3,Corrective,No,Yes,Scheduled
TMS005483,AST002400,Track,C00098,2.9,Alignment defect,Track Geometry,Medium,1,3,2,2025-03-08,2025-03-30,93,195,3,Preventive,Yes,Yes,Scheduled
TMS005484,AST000788,Weld,C00075,132.9,Rail wear,Rail Defect,Medium,3,2,2,2025-04-29,2025-05-24,38,186,5,Preventive,No,Yes,Open
TMS005485,AST002906,Weld,C00006,12.1,Gauge defect,Track Geometry,Critical,3,5,3,2025-06-22,2025-06-26,5,144,2,Corrective,No,Yes,Open
TMS005486,AST001217,Weld,C00050,50.0,Scheduled inspection,Inspection,High,3,4,4,2025-05-15,2025-05-26,36,49,1,Inspection,No,Yes,Scheduled
TMS005487,AST000457,Crossing,C00015,56.5,Ballast deficiency,Ballast Defect,High,4,3,3,2025-06-23,2025-07-05,0,128,4,Corrective,Yes,Yes,Scheduled
TMS005488,AST002059,Crossing,C00012,95.5,Turnout wear,Turnout/Switch Defect,High,2,4,2,2025-04-17,2025-04-28,64,238,4,Corrective,No,Yes,Open
TMS005489,AST004920,Switch,C00060,28.8,Ballast deficiency,Ballast Defect,Low,2,2,2,2025-06-17,2025-07-20,0,159,3,Preventive,Yes,Yes,Open
TMS005490,AST002085,Ballast,C00060,29.1,Turnout wear,Turnout/Switch Defect,Low,3,2,1,2025-02-14,2025-03-25,0,152,3,Preventive,No,Yes,Completed
TMS005491,AST004341,Sleeper,C00092,98.2,Track geometry defect,Track Geometry,High,2,3,4,2025-05-22,2025-06-02,29,183,3,Corrective,Yes,Yes,Open
TMS005492,AST001642,Crossing,C00023,21.1,Weld defect,Rail Defect,Low,2,1,2,2025-04-10,2025-05-21,41,99,4,Preventive,No,Yes,Scheduled
TMS005493,AST004969,Crossing,C00094,119.8,Rail crack,Rail Defect,Low,2,2,2,2025-04-29,2025-06-13,18,204,4,Preventive,No,Yes,In Progress
TMS005494,AST000869,Rail,C00006,14.3,Scheduled inspection,Inspection,Medium,3,4,2,2025-06-30,2025-07-24,0,30,3,Inspection,No,No,Completed
TMS005495,AST002828,Rail,C00078,1.0,Corrective maintenance,Corrective,High,3,4,3,2025-06-16,2025-06-24,0,236,3,Corrective,No,Yes,Completed
TMS005496,AST003168,Rail,C00079,20.0,Alignment defect,Track Geometry,Low,4,1,1,2025-02-24,2025-04-10,82,209,5,Preventive,No,Yes,In Progress
TMS005497,AST001079,Rail,C00097,20.8,Gauge defect,Track Geometry,Low,4,2,2,2025-06-16,2025-07-23,0,105,3,Preventive,No,Yes,Open
TMS005498,AST003520,Bridge,C00046,19.9,Weld defect,Rail Defect,High,2,4,3,2025-02-06,2025-02-16,135,149,4,Corrective,No,Yes,Open
TMS005499,AST005064,Switch,C00018,48.5,Drainage issue,Drainage,High,3,4,2,2025-06-18,2025-06-30,1,175,3,Corrective,Yes,Yes,Open
TMS005500,AST000849,Ballast,C00067,7.0,Turnout wear,Turnout/Switch Defect,High,4,3,3,2025-05-31,2025-06-07,24,220,5,Corrective,No,Yes,Open
TMS005501,AST004707,Track,C00086,66.4,Track geometry defect,Track Geometry,Medium,4,3,1,2025-05-27,2025-06-18,13,163,5,Preventive,Yes,Yes,Open
TMS005502,AST000307,Bridge,C00046,24.6,Alignment defect,Track Geometry,Low,4,2,2,2025-05-06,2025-06-24,7,218,4,Preventive,No,Yes,In Progress
TMS005503,AST001182,Track,C00032,9.0,Ballast deficiency,Ballast Defect,Low,3,2,1,2025-06-19,2025-08-15,0,187,4,Preventive,Yes,Yes,Scheduled
TMS005504,AST004143,Turnout,C00048,64.7,Scheduled inspection,Inspection,Low,3,1,2,2025-06-07,2025-07-21,0,57,3,Inspection,Yes,Yes,Scheduled
TMS005505,AST000173,Sleeper,C00092,36.4,Ballast deficiency,Ballast Defect,Medium,3,1,2,2025-06-10,2025-06-27,4,107,1,Preventive,Yes,Yes,Deferred
TMS005506,AST002841,Bridge,C00030,55.1,Corrective maintenance,Corrective,Medium,4,3,2,2025-06-16,2025-07-04,0,231,3,Corrective,No,Yes,Open
TMS005507,AST001176,Rail,C00069,16.5,Track geometry defect,Track Geometry,Low,3,2,2,2025-05-22,2025-07-03,0,271,4,Preventive,Yes,Yes,Scheduled
TMS005508,AST004589,Weld,C00035,19.0,Rail crack,Rail Defect,High,4,3,2,2025-06-24,2025-07-06,0,262,5,Corrective,Yes,Yes,Open
TMS005509,AST002922,Bridge,C00089,72.5,Track geometry defect,Track Geometry,High,3,4,5,2025-03-15,2025-03-26,97,206,4,Corrective,Yes,Yes,Scheduled
TMS005510,AST002179,Crossing,C00026,140.0,Turnout wear,Turnout/Switch Defect,Medium,2,2,1,2025-02-19,2025-03-13,110,195,3,Preventive,No,No,Open
TMS005511,AST003520,Bridge,C00046,19.9,Rail wear,Rail Defect,Critical,5,4,4,2025-05-13,2025-05-19,43,53,3,Corrective,No,Yes,In Progress
TMS005512,AST000869,Rail,C00006,14.3,Weld defect,Rail Defect,Medium,4,1,3,2025-06-20,2025-07-18,0,143,2,Preventive,Yes,Yes,Scheduled
TMS005513,AST004910,Ballast,C00066,20.5,Drainage issue,Drainage,Medium,2,2,2,2025-06-23,2025-07-11,0,54,3,Preventive,No,Yes,Open
TMS005514,AST004700,Track,C00015,4.3,Weld defect,Rail Defect,Low,3,2,2,2025-06-20,2025-08-02,0,148,2,Preventive,No,Yes,In Progress
TMS005515,AST002268,Bridge,C00071,12.4,Alignment defect,Track Geometry,Low,2,2,2,2025-06-18,2025-07-25,0,247,4,Preventive,Yes,Yes,Scheduled
TMS005516,AST004923,Crossing,C00067,59.3,Sleeper damage,Sleeper Defect,Medium,1,2,1,2025-06-27,2025-07-16,0,98,6,Preventive,No,Yes,Open
TMS005517,AST005140,Switch,C00079,0.6,Scheduled inspection,Inspection,Medium,2,3,2,2025-06-16,2025-07-11,0,35,3,Inspection,No,Yes,Scheduled
TMS005518,AST005219,Crossing,C00012,70.6,Turnout wear,Turnout/Switch Defect,Medium,2,3,1,2025-02-13,2025-03-04,119,235,3,Preventive,No,No,Scheduled
TMS005519,AST004701,Turnout,C00093,77.7,Sleeper damage,Sleeper Defect,Medium,2,2,3,2025-06-02,2025-06-25,0,104,3,Preventive,No,Yes,Completed
TMS005520,AST001424,Ballast,C00027,65.4,Gauge defect,Track Geometry,Critical,4,4,4,2025-06-14,2025-06-18,0,276,4,Corrective,No,Yes,Completed
TMS005521,AST005225,Ballast,C00061,45.5,Rail crack,Rail Defect,High,3,3,3,2025-06-28,2025-07-05,0,217,4,Corrective,Yes,Yes,Open
TMS005522,AST001172,Track,C00026,94.2,Track geometry defect,Track Geometry,High,4,3,2,2025-02-06,2025-02-15,136,204,4,Corrective,Yes,Yes,Deferred
TMS005523,AST005017,Track,C00022,146.3,Rail crack,Rail Defect,Low,3,1,2,2025-02-20,2025-04-14,78,205,4,Preventive,Yes,Yes,Open
TMS005524,AST000464,Switch,C00050,14.6,Sleeper damage,Sleeper Defect,Medium,3,2,2,2025-02-01,2025-02-27,124,101,2,Preventive,Yes,Yes,Open
TMS005525,AST004693,Track,C00018,26.7,Weld defect,Rail Defect,Low,4,1,1,2025-06-16,2025-08-04,0,108,2,Preventive,No,Yes,In Progress
TMS005526,AST002857,Ballast,C00023,26.8,Track geometry defect,Track Geometry,High,3,3,2,2025-06-03,2025-06-18,13,297,4,Corrective,Yes,No,Open
TMS005527,AST004316,Turnout,C00097,14.0,Turnout wear,Turnout/Switch Defect,Medium,3,3,2,2025-04-28,2025-05-21,41,88,3,Preventive,No,Yes,Open
TMS005528,AST001858,Ballast,C00082,59.6,Scheduled inspection,Inspection,Medium,5,3,3,2025-05-16,2025-06-10,0,49,1,Inspection,No,No,Completed
TMS005529,AST003343,Sleeper,C00052,166.5,Gauge defect,Track Geometry,Medium,2,3,2,2025-04-18,2025-05-12,50,184,5,Preventive,No,No,Scheduled
TMS005530,AST004523,Rail,C00013,84.7,Gauge defect,Track Geometry,High,3,3,4,2025-03-10,2025-03-19,104,110,3,Corrective,No,No,In Progress
TMS005531,AST000150,Sleeper,C00057,115.3,Scheduled inspection,Inspection,High,1,4,4,2025-06-07,2025-06-16,15,93,3,Inspection,No,No,Open
TMS005532,AST001402,Weld,C00048,108.8,Corrective maintenance,Corrective,Medium,3,2,2,2025-05-18,2025-06-12,19,200,4,Corrective,No,Yes,Open
TMS005533,AST004065,Rail,C00075,113.3,Preventive maintenance,Preventive,Critical,3,5,4,2025-03-29,2025-04-03,89,42,1,Preventive,No,Yes,In Progress
TMS005534,AST004854,Sleeper,C00045,141.5,Alignment defect,Track Geometry,Low,2,1,1,2025-06-27,2025-08-21,0,197,4,Preventive,No,Yes,Open
TMS005535,AST003582,Sleeper,C00083,36.7,Alignment defect,Track Geometry,High,3,3,1,2025-05-04,2025-05-15,47,122,3,Corrective,Yes,Yes,Scheduled
TMS005536,AST000493,Ballast,C00005,61.7,Preventive maintenance,Preventive,Medium,4,2,1,2025-06-09,2025-06-30,1,59,5,Preventive,No,Yes,Open
TMS005537,AST002345,Track,C00057,75.7,Scheduled inspection,Inspection,High,3,4,3,2025-06-11,2025-06-22,9,118,4,Inspection,No,Yes,Open
TMS005538,AST002606,Sleeper,C00018,92.3,Drainage issue,Drainage,Low,1,1,2,2025-06-24,2025-07-28,0,82,3,Preventive,Yes,Yes,Open
TMS005539,AST002796,Weld,C00031,27.6,Rail wear,Rail Defect,Medium,3,2,2,2025-04-03,2025-04-29,63,181,3,Preventive,No,Yes,Open
TMS005540,AST004330,Ballast,C00095,63.6,Sleeper damage,Sleeper Defect,Medium,4,2,2,2025-05-21,2025-06-11,20,75,4,Preventive,No,Yes,Scheduled
TMS005541,AST004057,Rail,C00027,123.9,Sleeper damage,Sleeper Defect,Medium,3,2,1,2025-06-06,2025-06-26,0,71,2,Preventive,No,Yes,Completed
TMS005542,AST000847,Track,C00079,21.1,Gauge defect,Track Geometry,Medium,2,3,1,2025-06-24,2025-07-20,0,219,4,Preventive,No,Yes,In Progress
TMS005543,AST000861,Track,C00041,23.3,Scheduled inspection,Inspection,Low,2,2,1,2025-06-18,2025-08-01,0,45,5,Inspection,Yes,No,Open
TMS005544,AST000699,Crossing,C00015,16.0,Alignment defect,Track Geometry,High,4,4,2,2025-02-21,2025-03-06,117,151,2,Corrective,No,Yes,Open
TMS005545,AST001643,Bridge,C00036,44.5,Alignment defect,Track Geometry,Low,3,3,2,2025-06-23,2025-08-04,0,158,2,Preventive,Yes,Yes,Scheduled
TMS005546,AST001306,Bridge,C00029,6.9,Preventive maintenance,Preventive,Medium,4,3,3,2025-04-10,2025-05-06,0,128,4,Preventive,No,No,Completed
TMS005547,AST000670,Turnout,C00062,34.3,Rail wear,Rail Defect,Low,3,4,1,2025-06-29,2025-08-22,0,199,2,Preventive,No,Yes,Completed
TMS005548,AST003253,Weld,C00098,0.7,Scheduled inspection,Inspection,Low,2,1,3,2025-05-05,2025-06-06,25,42,3,Inspection,No,Yes,Scheduled
TMS005549,AST004798,Ballast,C00076,140.7,Sleeper damage,Sleeper Defect,Low,2,2,3,2025-02-28,2025-04-13,79,129,3,Preventive,No,Yes,Open
TMS005550,AST004975,Turnout,C00089,79.6,Gauge defect,Track Geometry,Critical,2,5,5,2025-02-08,2025-02-12,139,214,5,Corrective,No,Yes,Open
TMS005551,AST001866,Rail,C00064,147.9,Weld defect,Rail Defect,Medium,4,4,2,2025-06-26,2025-07-15,0,98,4,Preventive,No,Yes,Open
TMS005552,AST004403,Switch,C00043,11.4,Gauge defect,Track Geometry,Medium,3,3,3,2025-06-12,2025-07-04,0,201,4,Preventive,No,No,Completed
TMS005553,AST002003,Weld,C00005,28.7,Turnout wear,Turnout/Switch Defect,Medium,4,2,1,2025-02-20,2025-03-17,106,210,3,Preventive,No,Yes,Open
TMS005554,AST001718,Rail,C00088,91.7,Drainage issue,Drainage,Medium,3,3,3,2025-06-16,2025-07-02,0,161,5,Preventive,Yes,Yes,Deferred
TMS005555,AST005096,Bridge,C00038,11.5,Corrective maintenance,Corrective,Medium,3,2,3,2025-06-16,2025-07-08,0,343,5,Corrective,No,Yes,Open
TMS005556,AST002584,Weld,C00088,83.2,Preventive maintenance,Preventive,Medium,3,2,2,2025-06-26,2025-07-25,0,43,1,Preventive,No,Yes,Scheduled
TMS005557,AST001901,Switch,C00086,244.1,Scheduled inspection,Inspection,High,3,4,1,2025-02-01,2025-02-14,137,42,1,Inspection,No,No,Scheduled
TMS005558,AST002562,Crossing,C00029,35.4,Gauge defect,Track Geometry,High,2,3,2,2025-03-08,2025-03-18,105,143,4,Corrective,No,Yes,Scheduled
TMS005559,AST004303,Weld,C00086,195.2,Track geometry defect,Track Geometry,High,3,3,3,2025-06-15,2025-06-25,6,214,4,Corrective,No,Yes,Open
TMS005560,AST004013,Track,C00093,43.7,Weld defect,Rail Defect,Medium,3,2,3,2025-06-18,2025-07-12,0,159,3,Preventive,No,Yes,In Progress
TMS005561,AST001942,Bridge,C00061,22.3,Corrective maintenance,Corrective,Low,1,1,1,2025-05-12,2025-06-24,0,253,5,Corrective,No,Yes,Completed
TMS005562,AST004520,Turnout,C00093,34.8,Preventive maintenance,Preventive,Medium,1,2,2,2025-02-23,2025-03-17,106,55,2,Preventive,No,Yes,Scheduled
TMS005563,AST004963,Rail,C00062,18.8,Rail crack,Rail Defect,Low,3,1,3,2025-04-26,2025-05-26,36,140,2,Preventive,Yes,Yes,Open
TMS005564,AST001962,Ballast,C00015,136.1,Ballast deficiency,Ballast Defect,Medium,4,2,2,2025-06-06,2025-06-24,7,160,3,Preventive,Yes,Yes,In Progress
TMS005565,AST002947,Weld,C00010,48.7,Gauge defect,Track Geometry,Low,5,1,2,2025-03-15,2025-05-05,57,146,4,Preventive,No,Yes,Open
TMS005566,AST001035,Turnout,C00097,20.8,Weld defect,Rail Defect,Low,2,1,1,2025-06-21,2025-08-16,0,109,3,Preventive,No,Yes,Open
TMS005567,AST003345,Switch,C00006,2.9,Corrective maintenance,Corrective,High,3,5,4,2025-06-23,2025-07-05,0,274,4,Corrective,No,Yes,Deferred
TMS005568,AST002974,Turnout,C00012,72.0,Sleeper damage,Sleeper Defect,Critical,2,5,5,2025-06-17,2025-06-23,8,171,4,Corrective,No,Yes,Scheduled
TMS005569,AST003057,Crossing,C00070,17.0,Sleeper damage,Sleeper Defect,Low,3,2,1,2025-03-03,2025-04-08,84,181,3,Preventive,No,Yes,Open
TMS005570,AST003250,Switch,C00046,15.5,Sleeper damage,Sleeper Defect,Medium,2,2,2,2025-05-19,2025-06-03,0,75,2,Preventive,No,Yes,Completed
TMS005571,AST003145,Switch,C00062,23.1,Corrective maintenance,Corrective,Low,4,3,3,2025-05-12,2025-06-17,14,262,4,Corrective,No,Yes,Open
TMS005572,AST002363,Ballast,C00014,20.6,Alignment defect,Track Geometry,Critical,4,4,3,2025-04-05,2025-04-10,0,235,4,Corrective,No,Yes,Completed
TMS005573,AST002078,Ballast,C00038,55.2,Alignment defect,Track Geometry,Critical,2,5,3,2025-05-30,2025-06-04,0,221,2,Corrective,Yes,Yes,Completed
TMS005574,AST001658,Crossing,C00093,49.1,Gauge defect,Track Geometry,Low,4,2,2,2025-06-14,2025-07-25,0,179,5,Preventive,No,Yes,Completed
TMS005575,AST001572,Weld,C00006,19.2,Rail wear,Rail Defect,High,4,3,3,2025-06-19,2025-07-04,0,82,3,Corrective,No,Yes,Scheduled
TMS005576,AST003984,Turnout,C00081,60.8,Gauge defect,Track Geometry,Low,2,2,2,2025-04-29,2025-06-09,22,180,3,Preventive,No,Yes,In Progress
TMS005577,AST000581,Sleeper,C00026,65.9,Scheduled inspection,Inspection,Low,3,2,2,2025-05-18,2025-07-05,0,73,1,Inspection,No,No,Completed
TMS005578,AST000379,Bridge,C00088,98.2,Rail wear,Rail Defect,High,4,5,2,2025-02-17,2025-03-01,122,180,4,Corrective,No,Yes,Open
TMS005579,AST001755,Bridge,C00097,31.1,Rail wear,Rail Defect,Medium,3,3,1,2025-06-02,2025-06-24,7,141,3,Preventive,No,Yes,Open
TMS005580,AST003010,Crossing,C00061,39.3,Preventive maintenance,Preventive,Critical,3,4,4,2025-06-21,2025-06-24,7,45,4,Preventive,No,Yes,In Progress
TMS005581,AST002763,Switch,C00081,54.2,Weld defect,Rail Defect,Medium,2,2,2,2025-05-06,2025-06-01,30,60,3,Preventive,No,Yes,Scheduled
TMS005582,AST000445,Track,C00028,98.2,Weld defect,Rail Defect,Low,1,2,2,2025-02-01,2025-03-27,96,115,4,Preventive,No,Yes,Open
TMS005583,AST004708,Turnout,C00026,92.9,Scheduled inspection,Inspection,Medium,5,4,2,2025-06-13,2025-07-07,0,106,2,Inspection,No,No,In Progress
TMS005584,AST001417,Rail,C00009,11.0,Gauge defect,Track Geometry,Low,3,3,2,2025-06-02,2025-07-25,0,63,1,Preventive,Yes,No,Completed
TMS005585,AST000070,Track,C00046,11.9,Corrective maintenance,Corrective,High,4,5,3,2025-02-11,2025-02-21,130,275,4,Corrective,No,Yes,Open
TMS005586,AST000315,Bridge,C00081,28.7,Rail crack,Rail Defect,Critical,3,4,2,2025-04-08,2025-04-12,80,127,3,Corrective,Yes,Yes,Open
TMS005587,AST000203,Track,C00032,2.0,Preventive maintenance,Preventive,Low,2,2,2,2025-06-04,2025-07-08,0,64,3,Preventive,Yes,Yes,Completed
TMS005588,AST002210,Weld,C00082,87.1,Preventive maintenance,Preventive,Low,3,1,1,2025-04-14,2025-05-17,45,41,3,Preventive,No,Yes,Open
TMS005589,AST003227,Sleeper,C00098,1.6,Drainage issue,Drainage,Low,1,1,2,2025-06-05,2025-07-12,0,144,2,Preventive,Yes,Yes,In Progress
TMS005590,AST002034,Sleeper,C00055,42.8,Turnout wear,Turnout/Switch Defect,High,4,4,1,2025-06-20,2025-07-02,0,231,5,Corrective,No,Yes,Scheduled
TMS005591,AST001819,Turnout,C00091,93.0,Rail crack,Rail Defect,Critical,3,5,3,2025-06-28,2025-06-30,1,271,5,Corrective,Yes,Yes,Open
TMS005592,AST002620,Sleeper,C00020,57.9,Preventive maintenance,Preventive,Medium,2,1,2,2025-03-05,2025-03-25,0,95,3,Preventive,No,Yes,Completed
TMS005593,AST005100,Turnout,C00035,43.0,Turnout wear,Turnout/Switch Defect,Medium,3,1,2,2025-06-06,2025-06-30,1,276,4,Preventive,No,No,Scheduled
TMS005594,AST000731,Ballast,C00086,122.7,Corrective maintenance,Corrective,Low,3,1,1,2025-05-13,2025-07-06,0,288,3,Corrective,No,Yes,Open
TMS005595,AST003020,Turnout,C00006,14.4,Alignment defect,Track Geometry,Medium,3,3,2,2025-04-07,2025-04-28,64,174,3,Preventive,Yes,Yes,Open
TMS005596,AST000392,Sleeper,C00013,46.2,Rail crack,Rail Defect,High,2,5,2,2025-05-11,2025-05-18,44,175,4,Corrective,Yes,Yes,Open
TMS005597,AST000705,Weld,C00047,36.5,Turnout wear,Turnout/Switch Defect,High,4,4,4,2025-04-22,2025-05-01,0,161,3,Corrective,No,Yes,Completed
TMS005598,AST003721,Switch,C00032,9.2,Preventive maintenance,Preventive,Medium,3,3,2,2025-06-24,2025-07-21,0,44,2,Preventive,No,Yes,Open
TMS005599,AST000714,Track,C00014,53.4,Sleeper damage,Sleeper Defect,High,3,4,3,2025-06-12,2025-06-22,9,64,2,Corrective,No,Yes,Scheduled
TMS005600,AST001755,Bridge,C00097,31.1,Ballast deficiency,Ballast Defect,Medium,2,2,3,2025-06-18,2025-07-07,0,93,5,Preventive,Yes,Yes,Completed
TMS005601,AST004166,Rail,C00048,48.4,Gauge defect,Track Geometry,Low,4,2,2,2025-05-27,2025-07-14,0,250,4,Preventive,Yes,Yes,Completed
TMS005602,AST000378,Sleeper,C00014,8.7,Alignment defect,Track Geometry,Medium,4,2,2,2025-04-22,2025-05-13,49,77,2,Preventive,No,Yes,Open
TMS005603,AST003933,Sleeper,C00037,13.6,Drainage issue,Drainage,Low,3,1,1,2025-06-09,2025-07-31,0,141,3,Preventive,Yes,Yes,Scheduled
TMS005604,AST003228,Turnout,C00079,35.1,Preventive maintenance,Preventive,High,1,4,2,2025-05-25,2025-06-04,0,75,2,Preventive,No,Yes,Completed
TMS005605,AST003095,Ballast,C00049,37.7,Preventive maintenance,Preventive,Medium,4,2,1,2025-06-30,2025-07-26,0,75,3,Preventive,No,Yes,Open
TMS005606,AST000819,Track,C00086,99.2,Scheduled inspection,Inspection,Medium,3,2,2,2025-05-16,2025-06-04,27,34,2,Inspection,No,No,Open
TMS005607,AST003958,Ballast,C00042,72.0,Track geometry defect,Track Geometry,Low,1,2,2,2025-06-27,2025-08-17,0,258,3,Preventive,No,Yes,Scheduled
TMS005608,AST000689,Ballast,C00007,70.2,Turnout wear,Turnout/Switch Defect,Critical,4,4,4,2025-05-19,2025-05-26,36,360,4,Corrective,No,Yes,In Progress
TMS005609,AST003942,Bridge,C00033,109.5,Weld defect,Rail Defect,High,3,4,3,2025-05-11,2025-05-24,38,99,3,Corrective,No,Yes,Scheduled
TMS005610,AST004973,Rail,C00097,2.9,Alignment defect,Track Geometry,Medium,2,4,2,2025-06-17,2025-07-01,0,188,5,Preventive,Yes,Yes,Open
TMS005611,AST002120,Sleeper,C00051,21.1,Scheduled inspection,Inspection,Medium,3,3,2,2025-06-21,2025-07-06,0,119,3,Inspection,Yes,Yes,Completed
TMS005612,AST000175,Turnout,C00019,89.3,Gauge defect,Track Geometry,Critical,4,4,5,2025-06-14,2025-06-18,13,109,4,Corrective,No,Yes,Open
TMS005613,AST000996,Crossing,C00059,239.9,Gauge defect,Track Geometry,Critical,2,5,2,2025-06-20,2025-06-24,7,235,6,Corrective,No,Yes,Scheduled
TMS005614,AST004981,Sleeper,C00079,13.9,Drainage issue,Drainage,Low,1,2,2,2025-02-16,2025-04-13,0,41,2,Preventive,Yes,Yes,Completed
TMS005615,AST000311,Rail,C00053,93.3,Track geometry defect,Track Geometry,Low,2,1,1,2025-06-24,2025-08-11,0,136,1,Preventive,No,Yes,In Progress
TMS005616,AST004809,Switch,C00041,26.4,Scheduled inspection,Inspection,High,2,3,3,2025-05-06,2025-05-17,45,54,3,Inspection,No,Yes,In Progress
TMS005617,AST001825,Track,C00070,3.2,Turnout wear,Turnout/Switch Defect,Medium,4,2,3,2025-05-17,2025-06-11,20,289,5,Preventive,No,Yes,Open
TMS005618,AST002735,Switch,C00026,169.3,Drainage issue,Drainage,Low,2,1,1,2025-05-08,2025-06-22,9,164,4,Preventive,Yes,No,Open
TMS005619,AST003796,Crossing,C00013,47.5,Corrective maintenance,Corrective,Medium,3,3,2,2025-06-25,2025-07-20,0,200,2,Corrective,No,Yes,Scheduled
TMS005620,AST002652,Bridge,C00084,46.1,Corrective maintenance,Corrective,High,4,4,1,2025-05-19,2025-05-27,35,161,3,Corrective,No,Yes,Open
TMS005621,AST004287,Crossing,C00070,20.0,Weld defect,Rail Defect,Medium,3,4,3,2025-04-20,2025-05-16,46,62,4,Preventive,No,Yes,Open
TMS005622,AST004359,Weld,C00040,1.6,Ballast deficiency,Ballast Defect,High,3,4,3,2025-06-01,2025-06-11,20,211,3,Corrective,No,Yes,Scheduled
TMS005623,AST001801,Weld,C00008,101.7,Alignment defect,Track Geometry,High,4,4,1,2025-05-18,2025-05-30,32,253,4,Corrective,No,Yes,Scheduled
TMS005624,AST001860,Switch,C00071,9.6,Rail wear,Rail Defect,Medium,2,2,2,2025-06-14,2025-07-02,0,134,2,Preventive,No,Yes,Completed
TMS005625,AST000693,Bridge,C00086,24.5,Turnout wear,Turnout/Switch Defect,Critical,3,5,3,2025-06-23,2025-06-27,4,279,2,Corrective,No,Yes,In Progress
TMS005626,AST000444,Rail,C00078,136.9,Drainage issue,Drainage,Medium,4,3,3,2025-06-19,2025-07-07,0,54,3,Preventive,No,Yes,In Progress
TMS005627,AST000109,Switch,C00008,56.3,Weld defect,Rail Defect,Medium,2,4,3,2025-05-10,2025-06-06,25,151,3,Preventive,No,Yes,Open
